"TIME","GEO","NRG_BAL","SIEC","UNIT","Value"
"2014","Portugal","Inland consumption - calculated","Primary solid biofuels","Terajoule","98,375.000"
"2014","Portugal","Inland consumption - calculated","Biogases","Terajoule","3,432.000"
"2014","Portugal","Inland consumption - calculated","Renewable municipal waste","Terajoule","3,423.000"
"2014","Romania","Inland consumption - calculated","Geothermal","Terajoule","1,183.000"
"2014","Romania","Inland consumption - calculated","Solar thermal","Terajoule","23.000"
"2014","Romania","Inland consumption - calculated","Primary solid biofuels","Terajoule","151,473.000"
"2014","Romania","Inland consumption - calculated","Biogases","Terajoule","810.000"
"2014","Romania","Inland consumption - calculated","Renewable municipal waste","Terajoule","81.000"
"2014","Slovenia","Inland consumption - calculated","Geothermal","Terajoule","685.000"
"2014","Slovenia","Inland consumption - calculated","Solar thermal","Terajoule","429.000"
"2014","Slovenia","Inland consumption - calculated","Primary solid biofuels","Terajoule","24,570.000"
"2014","Slovenia","Inland consumption - calculated","Biogases","Terajoule","1,290.000"
"2014","Slovenia","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2014","Slovakia","Inland consumption - calculated","Geothermal","Terajoule","296.000"
"2014","Slovakia","Inland consumption - calculated","Solar thermal","Terajoule","242.000"
"2014","Slovakia","Inland consumption - calculated","Primary solid biofuels","Terajoule","31,475.000"
"2014","Slovakia","Inland consumption - calculated","Biogases","Terajoule","4,025.000"
"2014","Slovakia","Inland consumption - calculated","Renewable municipal waste","Terajoule","485.000"
"2014","Finland","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2014","Finland","Inland consumption - calculated","Solar thermal","Terajoule","57.000"
"2014","Finland","Inland consumption - calculated","Primary solid biofuels","Terajoule","340,661.000"
"2014","Finland","Inland consumption - calculated","Biogases","Terajoule","4,173.000"
"2014","Finland","Inland consumption - calculated","Renewable municipal waste","Terajoule","10,376.000"
"2014","Sweden","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2014","Sweden","Inland consumption - calculated","Solar thermal","Terajoule","468.000"
"2014","Sweden","Inland consumption - calculated","Primary solid biofuels","Terajoule","372,058.000"
"2014","Sweden","Inland consumption - calculated","Biogases","Terajoule","6,422.000"
"2014","Sweden","Inland consumption - calculated","Renewable municipal waste","Terajoule","35,911.000"
"2014","Iceland","Inland consumption - calculated","Geothermal","Terajoule","172,205.000"
"2014","Iceland","Inland consumption - calculated","Solar thermal","Terajoule","0.000"
"2014","Iceland","Inland consumption - calculated","Primary solid biofuels","Terajoule","429.400"
"2014","Iceland","Inland consumption - calculated","Biogases","Terajoule","71.000"
"2014","Iceland","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2014","Liechtenstein","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2014","Liechtenstein","Inland consumption - calculated","Solar thermal","Terajoule","0.000"
"2014","Liechtenstein","Inland consumption - calculated","Primary solid biofuels","Terajoule","0.000"
"2014","Liechtenstein","Inland consumption - calculated","Biogases","Terajoule","0.000"
"2014","Liechtenstein","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2014","Norway","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2014","Norway","Inland consumption - calculated","Solar thermal","Terajoule","0.000"
"2014","Norway","Inland consumption - calculated","Primary solid biofuels","Terajoule","32,999.000"
"2014","Norway","Inland consumption - calculated","Biogases","Terajoule","600.000"
"2014","Norway","Inland consumption - calculated","Renewable municipal waste","Terajoule","7,425.000"
"2014","United Kingdom","Inland consumption - calculated","Geothermal","Terajoule","33.000"
"2014","United Kingdom","Inland consumption - calculated","Solar thermal","Terajoule","2,075.000"
"2014","United Kingdom","Inland consumption - calculated","Primary solid biofuels","Terajoule","204,182.000"
"2014","United Kingdom","Inland consumption - calculated","Biogases","Terajoule","89,412.579"
"2014","United Kingdom","Inland consumption - calculated","Renewable municipal waste","Terajoule","21,590.000"
"2014","Montenegro","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2014","Montenegro","Inland consumption - calculated","Solar thermal","Terajoule","2.000"
"2014","Montenegro","Inland consumption - calculated","Primary solid biofuels","Terajoule","6,842.000"
"2014","Montenegro","Inland consumption - calculated","Biogases","Terajoule","0.000"
"2014","Montenegro","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2014","North Macedonia","Inland consumption - calculated","Geothermal","Terajoule","286.000"
"2014","North Macedonia","Inland consumption - calculated","Solar thermal","Terajoule","0.000"
"2014","North Macedonia","Inland consumption - calculated","Primary solid biofuels","Terajoule","9,842.000"
"2014","North Macedonia","Inland consumption - calculated","Biogases","Terajoule","0.000"
"2014","North Macedonia","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2014","Albania","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2014","Albania","Inland consumption - calculated","Solar thermal","Terajoule","519.000"
"2014","Albania","Inland consumption - calculated","Primary solid biofuels","Terajoule","8,089.000"
"2014","Albania","Inland consumption - calculated","Biogases","Terajoule","0.000"
"2014","Albania","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2014","Serbia","Inland consumption - calculated","Geothermal","Terajoule","235.000"
"2014","Serbia","Inland consumption - calculated","Solar thermal","Terajoule","0.000"
"2014","Serbia","Inland consumption - calculated","Primary solid biofuels","Terajoule","44,199.000"
"2014","Serbia","Inland consumption - calculated","Biogases","Terajoule","215.000"
"2014","Serbia","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2014","Turkey","Inland consumption - calculated","Geothermal","Terajoule","147,528.000"
"2014","Turkey","Inland consumption - calculated","Solar thermal","Terajoule","33,620.000"
"2014","Turkey","Inland consumption - calculated","Primary solid biofuels","Terajoule","131,008.000"
"2014","Turkey","Inland consumption - calculated","Biogases","Terajoule","9,653.000"
"2014","Turkey","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2014","Bosnia and Herzegovina","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2014","Bosnia and Herzegovina","Inland consumption - calculated","Solar thermal","Terajoule","0.000"
"2014","Bosnia and Herzegovina","Inland consumption - calculated","Primary solid biofuels","Terajoule","19,489.000"
"2014","Bosnia and Herzegovina","Inland consumption - calculated","Biogases","Terajoule","0.000"
"2014","Bosnia and Herzegovina","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Inland consumption - calculated","Solar thermal","Terajoule","13.000"
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Inland consumption - calculated","Primary solid biofuels","Terajoule","10,521.000"
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Inland consumption - calculated","Biogases","Terajoule","0.000"
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2014","Moldova","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2014","Moldova","Inland consumption - calculated","Solar thermal","Terajoule","0.000"
"2014","Moldova","Inland consumption - calculated","Primary solid biofuels","Terajoule","26,237.000"
"2014","Moldova","Inland consumption - calculated","Biogases","Terajoule","178.000"
"2014","Moldova","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2014","Ukraine","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2014","Ukraine","Inland consumption - calculated","Solar thermal","Terajoule","0.000"
"2014","Ukraine","Inland consumption - calculated","Primary solid biofuels","Terajoule","82,219.000"
"2014","Ukraine","Inland consumption - calculated","Biogases","Terajoule","0.000"
"2014","Ukraine","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2014","Georgia","Inland consumption - calculated","Geothermal","Terajoule","627.000"
"2014","Georgia","Inland consumption - calculated","Solar thermal","Terajoule","77.000"
"2014","Georgia","Inland consumption - calculated","Primary solid biofuels","Terajoule","19,470.000"
"2014","Georgia","Inland consumption - calculated","Biogases","Terajoule","0.000"
"2014","Georgia","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2015","European Union - 27 countries (from 2020)","Inland consumption - calculated","Geothermal","Terajoule","272,235.812"
"2015","European Union - 27 countries (from 2020)","Inland consumption - calculated","Solar thermal","Terajoule","179,765.239"
"2015","European Union - 27 countries (from 2020)","Inland consumption - calculated","Primary solid biofuels","Terajoule","3,783,430.771"
"2015","European Union - 27 countries (from 2020)","Inland consumption - calculated","Biogases","Terajoule","551,335.391"
"2015","European Union - 27 countries (from 2020)","Inland consumption - calculated","Renewable municipal waste","Terajoule","376,861.500"
"2015","Euro area - 19 countries  (from 2015)","Inland consumption - calculated","Geothermal","Terajoule","263,768.666"
"2015","Euro area - 19 countries  (from 2015)","Inland consumption - calculated","Solar thermal","Terajoule","173,392.772"
"2015","Euro area - 19 countries  (from 2015)","Inland consumption - calculated","Primary solid biofuels","Terajoule","2,540,439.336"
"2015","Euro area - 19 countries  (from 2015)","Inland consumption - calculated","Biogases","Terajoule","496,350.143"
"2015","Euro area - 19 countries  (from 2015)","Inland consumption - calculated","Renewable municipal waste","Terajoule","308,056.730"
"2015","Belgium","Inland consumption - calculated","Geothermal","Terajoule","113.500"
"2015","Belgium","Inland consumption - calculated","Solar thermal","Terajoule","995.900"
"2015","Belgium","Inland consumption - calculated","Primary solid biofuels","Terajoule","82,643.900"
"2015","Belgium","Inland consumption - calculated","Biogases","Terajoule","9,860.400"
"2015","Belgium","Inland consumption - calculated","Renewable municipal waste","Terajoule","15,772.600"
"2015","Bulgaria","Inland consumption - calculated","Geothermal","Terajoule","1,400.000"
"2015","Bulgaria","Inland consumption - calculated","Solar thermal","Terajoule","912.000"
"2015","Bulgaria","Inland consumption - calculated","Primary solid biofuels","Terajoule","43,437.000"
"2015","Bulgaria","Inland consumption - calculated","Biogases","Terajoule","820.000"
"2015","Bulgaria","Inland consumption - calculated","Renewable municipal waste","Terajoule","631.000"
"2015","Czechia","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2015","Czechia","Inland consumption - calculated","Solar thermal","Terajoule","661.810"
"2015","Czechia","Inland consumption - calculated","Primary solid biofuels","Terajoule","120,319.000"
"2015","Czechia","Inland consumption - calculated","Biogases","Terajoule","25,681.000"
"2015","Czechia","Inland consumption - calculated","Renewable municipal waste","Terajoule","3,342.000"
"2015","Denmark","Inland consumption - calculated","Geothermal","Terajoule","140.146"
"2015","Denmark","Inland consumption - calculated","Solar thermal","Terajoule","1,537.657"
"2015","Denmark","Inland consumption - calculated","Primary solid biofuels","Terajoule","106,872.435"
"2015","Denmark","Inland consumption - calculated","Biogases","Terajoule","6,285.248"
"2015","Denmark","Inland consumption - calculated","Renewable municipal waste","Terajoule","21,955.770"
"2015","Germany (until 1990 former territory of the FRG)","Inland consumption - calculated","Geothermal","Terajoule","8,908.000"
"2015","Germany (until 1990 former territory of the FRG)","Inland consumption - calculated","Solar thermal","Terajoule","27,743.000"
"2015","Germany (until 1990 former territory of the FRG)","Inland consumption - calculated","Primary solid biofuels","Terajoule","535,876.000"
"2015","Germany (until 1990 former territory of the FRG)","Inland consumption - calculated","Biogases","Terajoule","314,418.000"
"2015","Germany (until 1990 former territory of the FRG)","Inland consumption - calculated","Renewable municipal waste","Terajoule","125,360.000"
"2015","Estonia","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2015","Estonia","Inland consumption - calculated","Solar thermal","Terajoule","0.000"
"2015","Estonia","Inland consumption - calculated","Primary solid biofuels","Terajoule","34,557.000"
"2015","Estonia","Inland consumption - calculated","Biogases","Terajoule","550.000"
"2015","Estonia","Inland consumption - calculated","Renewable municipal waste","Terajoule","1,212.000"
"2015","Ireland","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2015","Ireland","Inland consumption - calculated","Solar thermal","Terajoule","478.547"
"2015","Ireland","Inland consumption - calculated","Primary solid biofuels","Terajoule","9,593.756"
"2015","Ireland","Inland consumption - calculated","Biogases","Terajoule","2,317.499"
"2015","Ireland","Inland consumption - calculated","Renewable municipal waste","Terajoule","2,384.938"
"2015","Greece","Inland consumption - calculated","Geothermal","Terajoule","410.300"
"2015","Greece","Inland consumption - calculated","Solar thermal","Terajoule","10,856.000"
"2015","Greece","Inland consumption - calculated","Primary solid biofuels","Terajoule","42,445.300"
"2015","Greece","Inland consumption - calculated","Biogases","Terajoule","3,826.000"
"2015","Greece","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2015","Spain","Inland consumption - calculated","Geothermal","Terajoule","8.069"
"2015","Spain","Inland consumption - calculated","Solar thermal","Terajoule","102,630.919"
"2015","Spain","Inland consumption - calculated","Primary solid biofuels","Terajoule","220,234.000"
"2015","Spain","Inland consumption - calculated","Biogases","Terajoule","10,954.000"
"2015","Spain","Inland consumption - calculated","Renewable municipal waste","Terajoule","10,551.000"
"2015","France","Inland consumption - calculated","Geothermal","Terajoule","12,704.693"
"2015","France","Inland consumption - calculated","Solar thermal","Terajoule","6,715.608"
"2015","France","Inland consumption - calculated","Primary solid biofuels","Terajoule","411,531.535"
"2015","France","Inland consumption - calculated","Biogases","Terajoule","28,809.903"
"2015","France","Inland consumption - calculated","Renewable municipal waste","Terajoule","51,364.240"
"2015","Croatia","Inland consumption - calculated","Geothermal","Terajoule","373.000"
"2015","Croatia","Inland consumption - calculated","Solar thermal","Terajoule","435.000"
"2015","Croatia","Inland consumption - calculated","Primary solid biofuels","Terajoule","52,679.000"
"2015","Croatia","Inland consumption - calculated","Biogases","Terajoule","1,507.000"
"2015","Croatia","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2015","Italy","Inland consumption - calculated","Geothermal","Terajoule","228,997.000"
"2015","Italy","Inland consumption - calculated","Solar thermal","Terajoule","7,955.000"
"2015","Italy","Inland consumption - calculated","Primary solid biofuels","Terajoule","359,145.000"
"2015","Italy","Inland consumption - calculated","Biogases","Terajoule","78,355.000"
"2015","Italy","Inland consumption - calculated","Renewable municipal waste","Terajoule","35,419.000"
"2015","Cyprus","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2015","Cyprus","Inland consumption - calculated","Solar thermal","Terajoule","2,841.000"
"2015","Cyprus","Inland consumption - calculated","Primary solid biofuels","Terajoule","812.000"
"2015","Cyprus","Inland consumption - calculated","Biogases","Terajoule","471.000"
"2015","Cyprus","Inland consumption - calculated","Renewable municipal waste","Terajoule","325.000"
"2015","Latvia","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2015","Latvia","Inland consumption - calculated","Solar thermal","Terajoule","0.000"
"2015","Latvia","Inland consumption - calculated","Primary solid biofuels","Terajoule","52,696.000"
"2015","Latvia","Inland consumption - calculated","Biogases","Terajoule","3,674.000"
"2015","Latvia","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2015","Lithuania","Inland consumption - calculated","Geothermal","Terajoule","65.000"
"2015","Lithuania","Inland consumption - calculated","Solar thermal","Terajoule","0.000"
"2015","Lithuania","Inland consumption - calculated","Primary solid biofuels","Terajoule","50,390.000"
"2015","Lithuania","Inland consumption - calculated","Biogases","Terajoule","981.000"
"2015","Lithuania","Inland consumption - calculated","Renewable municipal waste","Terajoule","659.000"
"2015","Luxembourg","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2015","Luxembourg","Inland consumption - calculated","Solar thermal","Terajoule","79.997"
"2015","Luxembourg","Inland consumption - calculated","Primary solid biofuels","Terajoule","2,765.192"
"2015","Luxembourg","Inland consumption - calculated","Biogases","Terajoule","739.381"
"2015","Luxembourg","Inland consumption - calculated","Renewable municipal waste","Terajoule","516.103"
"2015","Hungary","Inland consumption - calculated","Geothermal","Terajoule","4,426.000"
"2015","Hungary","Inland consumption - calculated","Solar thermal","Terajoule","448.000"
"2015","Hungary","Inland consumption - calculated","Primary solid biofuels","Terajoule","103,914.000"
"2015","Hungary","Inland consumption - calculated","Biogases","Terajoule","3,335.000"
"2015","Hungary","Inland consumption - calculated","Renewable municipal waste","Terajoule","3,123.000"
"2015","Malta","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2015","Malta","Inland consumption - calculated","Solar thermal","Terajoule","201.200"
"2015","Malta","Inland consumption - calculated","Primary solid biofuels","Terajoule","48.000"
"2015","Malta","Inland consumption - calculated","Biogases","Terajoule","77.000"
"2015","Malta","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2015","Netherlands","Inland consumption - calculated","Geothermal","Terajoule","2,448.000"
"2015","Netherlands","Inland consumption - calculated","Solar thermal","Terajoule","1,137.000"
"2015","Netherlands","Inland consumption - calculated","Primary solid biofuels","Terajoule","46,598.000"
"2015","Netherlands","Inland consumption - calculated","Biogases","Terajoule","13,733.059"
"2015","Netherlands","Inland consumption - calculated","Renewable municipal waste","Terajoule","40,770.000"
"2015","Austria","Inland consumption - calculated","Geothermal","Terajoule","1,459.104"
"2015","Austria","Inland consumption - calculated","Solar thermal","Terajoule","7,671.601"
"2015","Austria","Inland consumption - calculated","Primary solid biofuels","Terajoule","197,300.653"
"2015","Austria","Inland consumption - calculated","Biogases","Terajoule","12,340.901"
"2015","Austria","Inland consumption - calculated","Renewable municipal waste","Terajoule","7,539.849"
"2015","Poland","Inland consumption - calculated","Geothermal","Terajoule","909.000"
"2015","Poland","Inland consumption - calculated","Solar thermal","Terajoule","1,885.000"
"2015","Poland","Inland consumption - calculated","Primary solid biofuels","Terajoule","288,204.000"
"2015","Poland","Inland consumption - calculated","Biogases","Terajoule","9,581.000"
"2015","Poland","Inland consumption - calculated","Renewable municipal waste","Terajoule","1,673.000"
"2015","Portugal","Inland consumption - calculated","Geothermal","Terajoule","7,829.000"
"2015","Portugal","Inland consumption - calculated","Solar thermal","Terajoule","3,360.000"
"2015","Portugal","Inland consumption - calculated","Primary solid biofuels","Terajoule","97,913.000"
"2015","Portugal","Inland consumption - calculated","Biogases","Terajoule","3,457.000"
"2015","Portugal","Inland consumption - calculated","Renewable municipal waste","Terajoule","4,078.000"
"2015","Romania","Inland consumption - calculated","Geothermal","Terajoule","1,219.000"
"2015","Romania","Inland consumption - calculated","Solar thermal","Terajoule","21.000"
"2015","Romania","Inland consumption - calculated","Primary solid biofuels","Terajoule","147,113.000"
"2015","Romania","Inland consumption - calculated","Biogases","Terajoule","767.000"
"2015","Romania","Inland consumption - calculated","Renewable municipal waste","Terajoule","48.000"
"2015","Slovenia","Inland consumption - calculated","Geothermal","Terajoule","529.000"
"2015","Slovenia","Inland consumption - calculated","Solar thermal","Terajoule","435.000"
"2015","Slovenia","Inland consumption - calculated","Primary solid biofuels","Terajoule","27,197.000"
"2015","Slovenia","Inland consumption - calculated","Biogases","Terajoule","1,242.000"
"2015","Slovenia","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2015","Slovakia","Inland consumption - calculated","Geothermal","Terajoule","297.000"
"2015","Slovakia","Inland consumption - calculated","Solar thermal","Terajoule","230.000"
"2015","Slovakia","Inland consumption - calculated","Primary solid biofuels","Terajoule","36,814.000"
"2015","Slovakia","Inland consumption - calculated","Biogases","Terajoule","6,223.000"
"2015","Slovakia","Inland consumption - calculated","Renewable municipal waste","Terajoule","625.000"
"2015","Finland","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2015","Finland","Inland consumption - calculated","Solar thermal","Terajoule","62.000"
"2015","Finland","Inland consumption - calculated","Primary solid biofuels","Terajoule","331,879.000"
"2015","Finland","Inland consumption - calculated","Biogases","Terajoule","4,321.000"
"2015","Finland","Inland consumption - calculated","Renewable municipal waste","Terajoule","11,480.000"
"2015","Sweden","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2015","Sweden","Inland consumption - calculated","Solar thermal","Terajoule","472.000"
"2015","Sweden","Inland consumption - calculated","Primary solid biofuels","Terajoule","380,453.000"
"2015","Sweden","Inland consumption - calculated","Biogases","Terajoule","7,009.000"
"2015","Sweden","Inland consumption - calculated","Renewable municipal waste","Terajoule","38,032.000"
"2015","Iceland","Inland consumption - calculated","Geothermal","Terajoule","156,152.000"
"2015","Iceland","Inland consumption - calculated","Solar thermal","Terajoule","0.000"
"2015","Iceland","Inland consumption - calculated","Primary solid biofuels","Terajoule","454.800"
"2015","Iceland","Inland consumption - calculated","Biogases","Terajoule","69.000"
"2015","Iceland","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2015","Liechtenstein","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2015","Liechtenstein","Inland consumption - calculated","Solar thermal","Terajoule","0.000"
"2015","Liechtenstein","Inland consumption - calculated","Primary solid biofuels","Terajoule","0.000"
"2015","Liechtenstein","Inland consumption - calculated","Biogases","Terajoule","0.000"
"2015","Liechtenstein","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2015","Norway","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2015","Norway","Inland consumption - calculated","Solar thermal","Terajoule","0.000"
"2015","Norway","Inland consumption - calculated","Primary solid biofuels","Terajoule","36,121.000"
"2015","Norway","Inland consumption - calculated","Biogases","Terajoule","1,100.000"
"2015","Norway","Inland consumption - calculated","Renewable municipal waste","Terajoule","7,949.000"
"2015","United Kingdom","Inland consumption - calculated","Geothermal","Terajoule","33.000"
"2015","United Kingdom","Inland consumption - calculated","Solar thermal","Terajoule","2,122.000"
"2015","United Kingdom","Inland consumption - calculated","Primary solid biofuels","Terajoule","256,199.000"
"2015","United Kingdom","Inland consumption - calculated","Biogases","Terajoule","95,839.000"
"2015","United Kingdom","Inland consumption - calculated","Renewable municipal waste","Terajoule","28,904.000"
"2015","Montenegro","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2015","Montenegro","Inland consumption - calculated","Solar thermal","Terajoule","8.000"
"2015","Montenegro","Inland consumption - calculated","Primary solid biofuels","Terajoule","7,060.000"
"2015","Montenegro","Inland consumption - calculated","Biogases","Terajoule","0.000"
"2015","Montenegro","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2015","North Macedonia","Inland consumption - calculated","Geothermal","Terajoule","253.000"
"2015","North Macedonia","Inland consumption - calculated","Solar thermal","Terajoule","0.000"
"2015","North Macedonia","Inland consumption - calculated","Primary solid biofuels","Terajoule","9,566.000"
"2015","North Macedonia","Inland consumption - calculated","Biogases","Terajoule","288.000"
"2015","North Macedonia","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2015","Albania","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2015","Albania","Inland consumption - calculated","Solar thermal","Terajoule","518.000"
"2015","Albania","Inland consumption - calculated","Primary solid biofuels","Terajoule","8,555.000"
"2015","Albania","Inland consumption - calculated","Biogases","Terajoule","0.000"
"2015","Albania","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2015","Serbia","Inland consumption - calculated","Geothermal","Terajoule","257.000"
"2015","Serbia","Inland consumption - calculated","Solar thermal","Terajoule","0.000"
"2015","Serbia","Inland consumption - calculated","Primary solid biofuels","Terajoule","44,309.000"
"2015","Serbia","Inland consumption - calculated","Biogases","Terajoule","242.000"
"2015","Serbia","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2015","Turkey","Inland consumption - calculated","Geothermal","Terajoule","202,918.000"
"2015","Turkey","Inland consumption - calculated","Solar thermal","Terajoule","34,647.000"
"2015","Turkey","Inland consumption - calculated","Primary solid biofuels","Terajoule","117,954.000"
"2015","Turkey","Inland consumption - calculated","Biogases","Terajoule","11,119.000"
"2015","Turkey","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2015","Bosnia and Herzegovina","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2015","Bosnia and Herzegovina","Inland consumption - calculated","Solar thermal","Terajoule","0.000"
"2015","Bosnia and Herzegovina","Inland consumption - calculated","Primary solid biofuels","Terajoule","24,312.000"
"2015","Bosnia and Herzegovina","Inland consumption - calculated","Biogases","Terajoule","0.000"
"2015","Bosnia and Herzegovina","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Inland consumption - calculated","Solar thermal","Terajoule","14.000"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Inland consumption - calculated","Primary solid biofuels","Terajoule","11,028.000"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Inland consumption - calculated","Biogases","Terajoule","0.000"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2015","Moldova","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2015","Moldova","Inland consumption - calculated","Solar thermal","Terajoule","0.000"
"2015","Moldova","Inland consumption - calculated","Primary solid biofuels","Terajoule","26,864.000"
"2015","Moldova","Inland consumption - calculated","Biogases","Terajoule","401.000"
"2015","Moldova","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2015","Ukraine","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2015","Ukraine","Inland consumption - calculated","Solar thermal","Terajoule","0.000"
"2015","Ukraine","Inland consumption - calculated","Primary solid biofuels","Terajoule","89,699.000"
"2015","Ukraine","Inland consumption - calculated","Biogases","Terajoule","600.000"
"2015","Ukraine","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2015","Georgia","Inland consumption - calculated","Geothermal","Terajoule","675.000"
"2015","Georgia","Inland consumption - calculated","Solar thermal","Terajoule","99.000"
"2015","Georgia","Inland consumption - calculated","Primary solid biofuels","Terajoule","16,672.000"
"2015","Georgia","Inland consumption - calculated","Biogases","Terajoule","0.000"
"2015","Georgia","Inland consumption - calculated","Renewable municipal waste","Terajoule","0.000"
"2016","European Union - 27 countries (from 2020)","Inland consumption - calculated","Geothermal","Terajoule","280,380.933"
"2016","European Union - 27 countries (from 2020)","Inland consumption - calculated","Solar thermal","Terajoule","182,131.966"
"2016","European Union - 27 countries (from 2020)","Inland consumption - calculated","Primary solid biofuels","Terajoule","3,814,625.005"
"2016","European Union - 27 countries (from 2020)","Inland consumption - calculated","Biogases","Terajoule","569,047.435"
"2016","European Union - 27 countries (from 2020)","Inland consumption - calculated","Renewable municipal waste","Terajoule","386,033.518"
"2016","Euro area - 19 countries  (from 2015)","Inland consumption - calculated","Geothermal","Terajoule","270,862.034"
"2016","Euro area - 19 countries  (from 2015)","Inland consumption - calculated","Solar thermal","Terajoule","174,884.811"
"2016","Euro area - 19 countries  (from 2015)","Inland consumption - calculated","Primary solid biofuels","Terajoule","2,557,743.062"
"2016","Euro area - 19 countries  (from 2015)","Inland consumption - calculated","Biogases","Terajoule","507,739.450"
"2016","Euro area - 19 countries  (from 2015)","Inland consumption - calculated","Renewable municipal waste","Terajoule","318,473.395"
"2016","Belgium","Inland consumption - calculated","Geothermal","Terajoule","118.700"
"2016","Belgium","Inland consumption - calculated","Solar thermal","Terajoule","967.600"
"2016","Belgium","Inland consumption - calculated","Primary solid biofuels","Terajoule","85,394.700"
"2016","Belgium","Inland consumption - calculated","Biogases","Terajoule","9,814.400"
"2016","Belgium","Inland consumption - calculated","Renewable municipal waste","Terajoule","15,578.200"
"2016","Bulgaria","Inland consumption - calculated","Geothermal","Terajoule","1,450.000"
"2016","Bulgaria","Inland consumption - calculated","Solar thermal","Terajoule","937.000"
"2016","Bulgaria","Inland consumption - calculated","Primary solid biofuels","Terajoule","44,370.000"
"2016","Bulgaria","Inland consumption - calculated","Biogases","Terajoule","2,511.000"
"2016","Bulgaria","Inland consumption - calculated","Renewable municipal waste","Terajoule","1,061.000"
"2016","Czechia","Inland consumption - calculated","Geothermal","Terajoule","0.000"
"2016","Czechia","Inland consumption - calculated","Solar thermal","Terajoule","698.763"
