"TIME","GEO","AIRPOL","SRC_CRF","UNIT","Value"
"2014","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","94.2"
"2015","European Union - 27 countries (from 2020)","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","80.1"
"2015","European Union - 28 countries (2013-2020)","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","78.2"
"2015","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","82.9"
"2015","Bulgaria","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","63.4"
"2015","Czechia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","65.1"
"2015","Denmark","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","70.8"
"2015","Germany (until 1990 former territory of the FRG)","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","73.6"
"2015","Estonia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","45.2"
"2015","Ireland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","113.6"
"2015","Greece","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","92.8"
"2015","Spain","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","119.4"
"2015","France","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","86.0"
"2015","Croatia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","77.4"
"2015","Italy","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","86.1"
"2015","Cyprus","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","144.4"
"2015","Latvia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","42.3"
"2015","Lithuania","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","42.6"
"2015","Luxembourg","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","89.1"
"2015","Hungary","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","65.1"
"2015","Malta","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","88.8"
"2015","Netherlands","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","90.9"
"2015","Austria","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","101.7"
"2015","Poland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","82.1"
"2015","Portugal","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","118.1"
"2015","Romania","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","46.1"
"2015","Slovenia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","90.5"
"2015","Finland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","79.0"
"2015","Sweden","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","77.4"
"2015","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","139.3"
"2015","Liechtenstein","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","87.0"
"2015","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","107.8"
"2015","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","93.6"
"2016","European Union - 27 countries (from 2020)","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","80.3"
"2016","European Union - 28 countries (2013-2020)","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","77.9"
"2016","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","81.9"
"2016","Bulgaria","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","61.4"
"2016","Czechia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","65.8"
"2016","Denmark","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","73.8"
"2016","Germany (until 1990 former territory of the FRG)","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","74.0"
"2016","Estonia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","49.3"
"2016","Ireland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","117.7"
"2016","Greece","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","89.6"
"2016","Spain","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","116.0"
"2016","France","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","86.2"
"2016","Croatia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","78.3"
"2016","Italy","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","85.8"
"2016","Cyprus","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","153.6"
"2016","Latvia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","42.4"
"2016","Lithuania","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","42.7"
"2016","Luxembourg","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","88.4"
"2016","Hungary","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","65.9"
"2016","Malta","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","79.8"
"2016","Netherlands","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","91.2"
"2016","Austria","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","103.2"
"2016","Poland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","84.4"
"2016","Portugal","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","115.4"
"2016","Romania","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","45.6"
"2016","Slovenia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","95.0"
"2016","Finland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","83.0"
"2016","Sweden","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","77.3"
"2016","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","144.2"
"2016","Liechtenstein","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","82.6"
"2016","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","106.0"
"2016","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","94.5"
"2017","European Union - 27 countries (from 2020)","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","81.0"
"2017","European Union - 28 countries (2013-2020)","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","78.4"
"2017","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","81.9"
"2017","Bulgaria","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","64.7"
"2017","Czechia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","66.4"
"2017","Denmark","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","70.7"
"2017","Germany (until 1990 former territory of the FRG)","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","73.0"
"2017","Estonia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","52.5"
"2017","Ireland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","117.4"
"2017","Greece","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","93.5"
"2017","Spain","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","120.9"
"2017","France","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","86.9"
"2017","Croatia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","81.3"
"2017","Italy","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","84.8"
"2017","Cyprus","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","158.7"
"2017","Latvia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","42.8"
"2017","Lithuania","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","43.2"
"2017","Luxembourg","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","91.4"
"2017","Hungary","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","68.6"
"2017","Malta","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","87.8"
"2017","Netherlands","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","90.2"
"2017","Austria","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","106.0"
"2017","Poland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","87.5"
"2017","Portugal","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","124.7"
"2017","Romania","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","47.0"
"2017","Slovenia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","95.5"
"2017","Finland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","79.3"
"2017","Sweden","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","76.8"
"2017","Iceland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","152.3"
"2017","Liechtenstein","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","85.2"
"2017","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","104.7"
"2017","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","93.3"
"2018","European Union - 27 countries (from 2020)","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100","79.4"
