TIME,GEO,SIEC,PLANT_TEC,UNIT,Value
2012,Lithuania,Wind,Net maximum electrical capacity,Megawatt,275.00
2012,Lithuania,Solar,Net maximum electrical capacity,Megawatt,7.00
2012,Lithuania,Solid Biofuels,Net maximum electrical capacity,Megawatt,38.00
2012,Luxembourg,Hydro,Net maximum electrical capacity,Megawatt,1134.31
2012,Luxembourg,Wind,Net maximum electrical capacity,Megawatt,58.33
2012,Luxembourg,Solar,Net maximum electrical capacity,Megawatt,74.65
2012,Luxembourg,Solid Biofuels,Net maximum electrical capacity,Megawatt,0.00
2012,Hungary,Hydro,Net maximum electrical capacity,Megawatt,56.00
2012,Hungary,Wind,Net maximum electrical capacity,Megawatt,325.00
2012,Hungary,Solar,Net maximum electrical capacity,Megawatt,12.00
2012,Hungary,Solid Biofuels,Net maximum electrical capacity,Megawatt,260.00
2012,Malta,Hydro,Net maximum electrical capacity,Megawatt,0.00
2012,Malta,Wind,Net maximum electrical capacity,Megawatt,0.10
2012,Malta,Solar,Net maximum electrical capacity,Megawatt,15.70
2012,Malta,Solid Biofuels,Net maximum electrical capacity,Megawatt,0.00
2012,Netherlands,Hydro,Net maximum electrical capacity,Megawatt,37.00
2012,Netherlands,Wind,Net maximum electrical capacity,Megawatt,2433.00
2012,Netherlands,Solar,Net maximum electrical capacity,Megawatt,287.00
2012,Netherlands,Solid Biofuels,Net maximum electrical capacity,Megawatt,172.17
2012,Austria,Hydro,Net maximum electrical capacity,Megawatt,13308.89
2012,Austria,Wind,Net maximum electrical capacity,Megawatt,1337.15
2012,Austria,Solar,Net maximum electrical capacity,Megawatt,337.48
2012,Austria,Solid Biofuels,Net maximum electrical capacity,Megawatt,1105.46
2012,Poland,Hydro,Net maximum electrical capacity,Megawatt,2351.00
2012,Poland,Wind,Net maximum electrical capacity,Megawatt,2564.00
2012,Poland,Solar,Net maximum electrical capacity,Megawatt,1.30
2012,Poland,Solid Biofuels,Net maximum electrical capacity,Megawatt,455.00
2012,Portugal,Hydro,Net maximum electrical capacity,Megawatt,5712.00
2012,Portugal,Wind,Net maximum electrical capacity,Megawatt,4411.55
2012,Portugal,Solar,Net maximum electrical capacity,Megawatt,238.00
2012,Portugal,Solid Biofuels,Net maximum electrical capacity,Megawatt,479.00
2012,Romania,Hydro,Net maximum electrical capacity,Megawatt,6548.00
2012,Romania,Wind,Net maximum electrical capacity,Megawatt,1822.00
2012,Romania,Solar,Net maximum electrical capacity,Megawatt,41.00
2012,Romania,Solid Biofuels,Net maximum electrical capacity,Megawatt,30.00
2012,Slovenia,Hydro,Net maximum electrical capacity,Megawatt,1254.00
2012,Slovenia,Wind,Net maximum electrical capacity,Megawatt,2.00
2012,Slovenia,Solar,Net maximum electrical capacity,Megawatt,142.00
2012,Slovenia,Solid Biofuels,Net maximum electrical capacity,Megawatt,30.00
2012,Slovakia,Hydro,Net maximum electrical capacity,Megawatt,2522.00
2012,Slovakia,Wind,Net maximum electrical capacity,Megawatt,3.00
2012,Slovakia,Solar,Net maximum electrical capacity,Megawatt,513.00
2012,Slovakia,Solid Biofuels,Net maximum electrical capacity,Megawatt,169.00
2012,Finland,Hydro,Net maximum electrical capacity,Megawatt,3080.00
2012,Finland,Wind,Net maximum electrical capacity,Megawatt,257.00
2012,Finland,Solar,Net maximum electrical capacity,Megawatt,8.00
2012,Finland,Solid Biofuels,Net maximum electrical capacity,Megawatt,1727.00
2012,Sweden,Hydro,Net maximum electrical capacity,Megawatt,16414.00
2012,Sweden,Wind,Net maximum electrical capacity,Megawatt,3606.00
2012,Sweden,Solar,Net maximum electrical capacity,Megawatt,24.00
2012,Sweden,Solid Biofuels,Net maximum electrical capacity,Megawatt,3522.00
2012,United Kingdom,Hydro,Net maximum electrical capacity,Megawatt,4437.00
2012,United Kingdom,Wind,Net maximum electrical capacity,Megawatt,9030.42
2012,United Kingdom,Solar,Net maximum electrical capacity,Megawatt,1753.00
2012,United Kingdom,Solid Biofuels,Net maximum electrical capacity,Megawatt,1485.00
2013,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,146049.20
2013,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,105638.22
2013,European Union - 27 countries (from 2020),Solar,Net maximum electrical capacity,Megawatt,79690.36
2013,European Union - 27 countries (from 2020),Solid Biofuels,Net maximum electrical capacity,Megawatt,13118.31
2013,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,112891.47
2013,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,88895.29
2013,Euro area - 19 countries  (from 2015),Solar,Net maximum electrical capacity,Megawatt,75175.46
2013,Euro area - 19 countries  (from 2015),Solid Biofuels,Net maximum electrical capacity,Megawatt,7872.60
2013,Belgium,Hydro,Net maximum electrical capacity,Megawatt,1429.00
2013,Belgium,Wind,Net maximum electrical capacity,Megawatt,1780.00
2013,Belgium,Solar,Net maximum electrical capacity,Megawatt,2901.60
2013,Belgium,Solid Biofuels,Net maximum electrical capacity,Megawatt,640.00
2013,Bulgaria,Hydro,Net maximum electrical capacity,Megawatt,3203.00
2013,Bulgaria,Wind,Net maximum electrical capacity,Megawatt,683.00
2013,Bulgaria,Solar,Net maximum electrical capacity,Megawatt,1020.00
2013,Bulgaria,Solid Biofuels,Net maximum electrical capacity,Megawatt,30.00
2013,Czechia,Hydro,Net maximum electrical capacity,Megawatt,2252.00
2013,Czechia,Wind,Net maximum electrical capacity,Megawatt,262.00
2013,Czechia,Solar,Net maximum electrical capacity,Megawatt,2063.50
2013,Czechia,Solid Biofuels,Net maximum electrical capacity,Megawatt,306.00
2013,Denmark,Hydro,Net maximum electrical capacity,Megawatt,8.73
2013,Denmark,Wind,Net maximum electrical capacity,Megawatt,4818.92
2013,Denmark,Solar,Net maximum electrical capacity,Megawatt,571.00
2013,Denmark,Solid Biofuels,Net maximum electrical capacity,Megawatt,918.72
2013,Germany,Hydro,Net maximum electrical capacity,Megawatt,11239.00
2013,Germany,Wind,Net maximum electrical capacity,Megawatt,33477.00
