TIME,GEO,SIEC,PLANT_TEC,UNIT,Value
2013,Czechia,Pure biogasoline,Production capacity,Thousand tonnes per year,160.00
2013,Czechia,Pure biodiesels,Production capacity,Thousand tonnes per year,420.00
2013,Czechia,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Czechia,Other liquid biofuels,Production capacity,Thousand tonnes per year,0.00
2013,Denmark,Pure biogasoline,Production capacity,Thousand tonnes per year,0.00
2013,Denmark,Pure biodiesels,Production capacity,Thousand tonnes per year,0.00
2013,Denmark,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Denmark,Other liquid biofuels,Production capacity,Thousand tonnes per year,44.59
2013,Germany,Pure biogasoline,Production capacity,Thousand tonnes per year,737.00
2013,Germany,Pure biodiesels,Production capacity,Thousand tonnes per year,4308.00
2013,Germany,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Germany,Other liquid biofuels,Production capacity,Thousand tonnes per year,1975.00
2013,Estonia,Pure biogasoline,Production capacity,Thousand tonnes per year,0.00
2013,Estonia,Pure biodiesels,Production capacity,Thousand tonnes per year,0.00
2013,Estonia,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Estonia,Other liquid biofuels,Production capacity,Thousand tonnes per year,0.00
2013,Ireland,Pure biogasoline,Production capacity,Thousand tonnes per year,0.00
2013,Ireland,Pure biodiesels,Production capacity,Thousand tonnes per year,29.92
2013,Ireland,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Ireland,Other liquid biofuels,Production capacity,Thousand tonnes per year,0.00
2013,Greece,Pure biogasoline,Production capacity,Thousand tonnes per year,0.00
2013,Greece,Pure biodiesels,Production capacity,Thousand tonnes per year,980.54
2013,Greece,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Greece,Other liquid biofuels,Production capacity,Thousand tonnes per year,0.00
2013,Spain,Pure biogasoline,Production capacity,Thousand tonnes per year,464.00
2013,Spain,Pure biodiesels,Production capacity,Thousand tonnes per year,4243.00
2013,Spain,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Spain,Other liquid biofuels,Production capacity,Thousand tonnes per year,0.00
2013,France,Pure biogasoline,Production capacity,Thousand tonnes per year,1091.80
2013,France,Pure biodiesels,Production capacity,Thousand tonnes per year,2759.96
2013,France,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,France,Other liquid biofuels,Production capacity,Thousand tonnes per year,0.00
2013,Croatia,Pure biogasoline,Production capacity,Thousand tonnes per year,0.00
2013,Croatia,Pure biodiesels,Production capacity,Thousand tonnes per year,69.00
2013,Croatia,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Croatia,Other liquid biofuels,Production capacity,Thousand tonnes per year,0.00
2013,Italy,Pure biogasoline,Production capacity,Thousand tonnes per year,332.00
2013,Italy,Pure biodiesels,Production capacity,Thousand tonnes per year,2212.19
2013,Italy,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Italy,Other liquid biofuels,Production capacity,Thousand tonnes per year,0.00
2013,Cyprus,Pure biogasoline,Production capacity,Thousand tonnes per year,0.00
2013,Cyprus,Pure biodiesels,Production capacity,Thousand tonnes per year,14.08
2013,Cyprus,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Cyprus,Other liquid biofuels,Production capacity,Thousand tonnes per year,0.00
2013,Latvia,Pure biogasoline,Production capacity,Thousand tonnes per year,19.00
2013,Latvia,Pure biodiesels,Production capacity,Thousand tonnes per year,173.00
2013,Latvia,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Latvia,Other liquid biofuels,Production capacity,Thousand tonnes per year,0.00
2013,Lithuania,Pure biogasoline,Production capacity,Thousand tonnes per year,60.00
2013,Lithuania,Pure biodiesels,Production capacity,Thousand tonnes per year,140.00
2013,Lithuania,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Lithuania,Other liquid biofuels,Production capacity,Thousand tonnes per year,0.00
2013,Luxembourg,Pure biogasoline,Production capacity,Thousand tonnes per year,0.00
2013,Luxembourg,Pure biodiesels,Production capacity,Thousand tonnes per year,0.00
2013,Luxembourg,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Luxembourg,Other liquid biofuels,Production capacity,Thousand tonnes per year,0.00
2013,Hungary,Pure biogasoline,Production capacity,Thousand tonnes per year,300.00
2013,Hungary,Pure biodiesels,Production capacity,Thousand tonnes per year,150.00
2013,Hungary,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Hungary,Other liquid biofuels,Production capacity,Thousand tonnes per year,0.00
2013,Malta,Pure biogasoline,Production capacity,Thousand tonnes per year,0.00
2013,Malta,Pure biodiesels,Production capacity,Thousand tonnes per year,1.40
2013,Malta,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Malta,Other liquid biofuels,Production capacity,Thousand tonnes per year,0.00
2013,Netherlands,Pure biogasoline,Production capacity,Thousand tonnes per year,503.00
2013,Netherlands,Pure biodiesels,Production capacity,Thousand tonnes per year,2014.00
2013,Netherlands,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Netherlands,Other liquid biofuels,Production capacity,Thousand tonnes per year,0.00
2013,Austria,Pure biogasoline,Production capacity,Thousand tonnes per year,191.00
2013,Austria,Pure biodiesels,Production capacity,Thousand tonnes per year,645.50
2013,Austria,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Austria,Other liquid biofuels,Production capacity,Thousand tonnes per year,645.50
2013,Poland,Pure biogasoline,Production capacity,Thousand tonnes per year,397.60
2013,Poland,Pure biodiesels,Production capacity,Thousand tonnes per year,798.30
2013,Poland,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Poland,Other liquid biofuels,Production capacity,Thousand tonnes per year,0.00
2013,Portugal,Pure biogasoline,Production capacity,Thousand tonnes per year,0.00
2013,Portugal,Pure biodiesels,Production capacity,Thousand tonnes per year,721.31
2013,Portugal,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Portugal,Other liquid biofuels,Production capacity,Thousand tonnes per year,52.00
2013,Romania,Pure biogasoline,Production capacity,Thousand tonnes per year,89.00
2013,Romania,Pure biodiesels,Production capacity,Thousand tonnes per year,206.50
2013,Romania,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Romania,Other liquid biofuels,Production capacity,Thousand tonnes per year,0.00
2013,Slovenia,Pure biogasoline,Production capacity,Thousand tonnes per year,0.00
2013,Slovenia,Pure biodiesels,Production capacity,Thousand tonnes per year,25.00
2013,Slovenia,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
2013,Slovenia,Other liquid biofuels,Production capacity,Thousand tonnes per year,0.00
2013,Slovakia,Pure biogasoline,Production capacity,Thousand tonnes per year,120.00
2013,Slovakia,Pure biodiesels,Production capacity,Thousand tonnes per year,142.00
2013,Slovakia,Pure bio jet kerosene,Production capacity,Thousand tonnes per year,0.00
