"TIME","GEO","PLANT_TEC","HP_TECH","UNIT","Value"
"2013","North Macedonia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","North Macedonia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","North Macedonia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Albania","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Albania","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Albania","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Serbia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Serbia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Serbia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Turkey","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Turkey","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Turkey","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Bosnia and Herzegovina","Installed thermal capacity","Aerothermal","Megawatt",":"
"2013","Bosnia and Herzegovina","Installed thermal capacity","Geothermal","Megawatt",":"
"2013","Bosnia and Herzegovina","Installed thermal capacity","Hydrothermal","Megawatt",":"
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Moldova","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Moldova","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Moldova","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Ukraine","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Ukraine","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Ukraine","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Georgia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Georgia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Georgia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","European Union - 27 countries (from 2020)","Installed thermal capacity","Aerothermal","Megawatt","65,251.510"
"2014","European Union - 27 countries (from 2020)","Installed thermal capacity","Geothermal","Megawatt","12,400.106"
"2014","European Union - 27 countries (from 2020)","Installed thermal capacity","Hydrothermal","Megawatt","941.034"
"2014","Euro area - 19 countries  (from 2015)","Installed thermal capacity","Aerothermal","Megawatt","60,399.515"
"2014","Euro area - 19 countries  (from 2015)","Installed thermal capacity","Geothermal","Megawatt","6,363.494"
"2014","Euro area - 19 countries  (from 2015)","Installed thermal capacity","Hydrothermal","Megawatt","876.895"
"2014","Belgium","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Belgium","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Belgium","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Bulgaria","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Bulgaria","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Bulgaria","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Czechia","Installed thermal capacity","Aerothermal","Megawatt","621.198"
"2014","Czechia","Installed thermal capacity","Geothermal","Megawatt","225.018"
"2014","Czechia","Installed thermal capacity","Hydrothermal","Megawatt","24.527"
"2014","Denmark","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Denmark","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Denmark","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Germany (until 1990 former territory of the FRG)","Installed thermal capacity","Aerothermal","Megawatt","3,832.256"
"2014","Germany (until 1990 former territory of the FRG)","Installed thermal capacity","Geothermal","Megawatt","2,978.870"
"2014","Germany (until 1990 former territory of the FRG)","Installed thermal capacity","Hydrothermal","Megawatt","643.268"
"2014","Estonia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Estonia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Estonia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Ireland","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Ireland","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Ireland","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Greece","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Greece","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Greece","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Spain","Installed thermal capacity","Aerothermal","Megawatt","12,631.821"
"2014","Spain","Installed thermal capacity","Geothermal","Megawatt","103.580"
"2014","Spain","Installed thermal capacity","Hydrothermal","Megawatt","1.640"
"2014","France","Installed thermal capacity","Aerothermal","Megawatt","34,080.782"
"2014","France","Installed thermal capacity","Geothermal","Megawatt","2,225.777"
"2014","France","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Croatia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Croatia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Croatia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Italy","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Italy","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Italy","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Cyprus","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Cyprus","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Cyprus","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Latvia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Latvia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Latvia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Lithuania","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Lithuania","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Lithuania","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Luxembourg","Installed thermal capacity","Aerothermal","Megawatt","5.608"
"2014","Luxembourg","Installed thermal capacity","Geothermal","Megawatt","1.711"
"2014","Luxembourg","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Hungary","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Hungary","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Hungary","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Malta","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Malta","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Malta","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Netherlands","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Netherlands","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Netherlands","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Austria","Installed thermal capacity","Aerothermal","Megawatt","691.327"
"2014","Austria","Installed thermal capacity","Geothermal","Megawatt","1,053.556"
"2014","Austria","Installed thermal capacity","Hydrothermal","Megawatt","231.987"
"2014","Poland","Installed thermal capacity","Aerothermal","Megawatt","280.797"
"2014","Poland","Installed thermal capacity","Geothermal","Megawatt","511.594"
"2014","Poland","Installed thermal capacity","Hydrothermal","Megawatt","39.612"
"2014","Portugal","Installed thermal capacity","Aerothermal","Megawatt","9,157.721"
"2014","Portugal","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Portugal","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Romania","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Romania","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Romania","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Slovenia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Slovenia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Slovenia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Slovakia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Slovakia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Slovakia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Finland","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Finland","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Finland","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Sweden","Installed thermal capacity","Aerothermal","Megawatt","3,950.000"
"2014","Sweden","Installed thermal capacity","Geothermal","Megawatt","5,300.000"
"2014","Sweden","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Iceland","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Iceland","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Iceland","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Liechtenstein","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Liechtenstein","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Liechtenstein","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Norway","Installed thermal capacity","Aerothermal","Megawatt","4,409.000"
"2014","Norway","Installed thermal capacity","Geothermal","Megawatt","1,349.000"
"2014","Norway","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","United Kingdom","Installed thermal capacity","Aerothermal","Megawatt","23,785.922"
"2014","United Kingdom","Installed thermal capacity","Geothermal","Megawatt","403.396"
"2014","United Kingdom","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Montenegro","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Montenegro","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Montenegro","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","North Macedonia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","North Macedonia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","North Macedonia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Albania","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Albania","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Albania","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Serbia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Serbia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Serbia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Turkey","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Turkey","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Turkey","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Bosnia and Herzegovina","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Bosnia and Herzegovina","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Bosnia and Herzegovina","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Moldova","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Moldova","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Moldova","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Ukraine","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Ukraine","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Ukraine","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2014","Georgia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2014","Georgia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2014","Georgia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","European Union - 27 countries (from 2020)","Installed thermal capacity","Aerothermal","Megawatt","72,462.566"
"2015","European Union - 27 countries (from 2020)","Installed thermal capacity","Geothermal","Megawatt","12,738.200"
"2015","European Union - 27 countries (from 2020)","Installed thermal capacity","Hydrothermal","Megawatt","986.743"
"2015","Euro area - 19 countries  (from 2015)","Installed thermal capacity","Aerothermal","Megawatt","67,365.529"
"2015","Euro area - 19 countries  (from 2015)","Installed thermal capacity","Geothermal","Megawatt","6,615.286"
"2015","Euro area - 19 countries  (from 2015)","Installed thermal capacity","Hydrothermal","Megawatt","918.255"
"2015","Belgium","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Belgium","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Belgium","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Bulgaria","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Bulgaria","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Bulgaria","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Czechia","Installed thermal capacity","Aerothermal","Megawatt","737.648"
"2015","Czechia","Installed thermal capacity","Geothermal","Megawatt","241.558"
"2015","Czechia","Installed thermal capacity","Hydrothermal","Megawatt","26.406"
"2015","Denmark","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Denmark","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Denmark","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Germany (until 1990 former territory of the FRG)","Installed thermal capacity","Aerothermal","Megawatt","4,284.896"
"2015","Germany (until 1990 former territory of the FRG)","Installed thermal capacity","Geothermal","Megawatt","3,120.252"
"2015","Germany (until 1990 former territory of the FRG)","Installed thermal capacity","Hydrothermal","Megawatt","674.473"
"2015","Estonia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Estonia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Estonia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Ireland","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Ireland","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Ireland","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Greece","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Greece","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Greece","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Spain","Installed thermal capacity","Aerothermal","Megawatt","15,374.158"
"2015","Spain","Installed thermal capacity","Geothermal","Megawatt","119.330"
"2015","Spain","Installed thermal capacity","Hydrothermal","Megawatt","1.640"
"2015","France","Installed thermal capacity","Aerothermal","Megawatt","37,641.276"
"2015","France","Installed thermal capacity","Geothermal","Megawatt","2,264.049"
"2015","France","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Croatia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Croatia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Croatia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Italy","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Italy","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Italy","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Cyprus","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Cyprus","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Cyprus","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Latvia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Latvia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Latvia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Lithuania","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Lithuania","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Lithuania","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Luxembourg","Installed thermal capacity","Aerothermal","Megawatt","6.554"
"2015","Luxembourg","Installed thermal capacity","Geothermal","Megawatt","2.638"
"2015","Luxembourg","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Hungary","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Hungary","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Hungary","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Malta","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Malta","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Malta","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Netherlands","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Netherlands","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Netherlands","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Austria","Installed thermal capacity","Aerothermal","Megawatt","811.121"
"2015","Austria","Installed thermal capacity","Geothermal","Megawatt","1,109.017"
"2015","Austria","Installed thermal capacity","Hydrothermal","Megawatt","242.142"
"2015","Poland","Installed thermal capacity","Aerothermal","Megawatt","409.389"
"2015","Poland","Installed thermal capacity","Geothermal","Megawatt","581.356"
"2015","Poland","Installed thermal capacity","Hydrothermal","Megawatt","42.082"
"2015","Portugal","Installed thermal capacity","Aerothermal","Megawatt","9,247.524"
"2015","Portugal","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Portugal","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Romania","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Romania","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Romania","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Slovenia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Slovenia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Slovenia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Slovakia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Slovakia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Slovakia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Finland","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Finland","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Finland","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Sweden","Installed thermal capacity","Aerothermal","Megawatt","3,950.000"
"2015","Sweden","Installed thermal capacity","Geothermal","Megawatt","5,300.000"
"2015","Sweden","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Iceland","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Iceland","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Iceland","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Liechtenstein","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Liechtenstein","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Liechtenstein","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Norway","Installed thermal capacity","Aerothermal","Megawatt","4,649.000"
"2015","Norway","Installed thermal capacity","Geothermal","Megawatt","1,422.000"
"2015","Norway","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","United Kingdom","Installed thermal capacity","Aerothermal","Megawatt","25,132.580"
"2015","United Kingdom","Installed thermal capacity","Geothermal","Megawatt","696.028"
"2015","United Kingdom","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Montenegro","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Montenegro","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Montenegro","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","North Macedonia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","North Macedonia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","North Macedonia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Albania","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Albania","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Albania","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Serbia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Serbia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Serbia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Turkey","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Turkey","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Turkey","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Bosnia and Herzegovina","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Bosnia and Herzegovina","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Bosnia and Herzegovina","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Moldova","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Moldova","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Moldova","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Ukraine","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Ukraine","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Ukraine","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2015","Georgia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2015","Georgia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2015","Georgia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2016","European Union - 27 countries (from 2020)","Installed thermal capacity","Aerothermal","Megawatt","80,841.684"
"2016","European Union - 27 countries (from 2020)","Installed thermal capacity","Geothermal","Megawatt","13,945.943"
"2016","European Union - 27 countries (from 2020)","Installed thermal capacity","Hydrothermal","Megawatt","1,028.033"
"2016","Euro area - 19 countries  (from 2015)","Installed thermal capacity","Aerothermal","Megawatt","74,889.996"
"2016","Euro area - 19 countries  (from 2015)","Installed thermal capacity","Geothermal","Megawatt","6,863.075"
"2016","Euro area - 19 countries  (from 2015)","Installed thermal capacity","Hydrothermal","Megawatt","957.126"
"2016","Belgium","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2016","Belgium","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2016","Belgium","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2016","Bulgaria","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2016","Bulgaria","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2016","Bulgaria","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2016","Czechia","Installed thermal capacity","Aerothermal","Megawatt","901.837"
"2016","Czechia","Installed thermal capacity","Geothermal","Megawatt","257.137"
"2016","Czechia","Installed thermal capacity","Hydrothermal","Megawatt","27.342"
"2016","Denmark","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2016","Denmark","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2016","Denmark","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2016","Germany (until 1990 former territory of the FRG)","Installed thermal capacity","Aerothermal","Megawatt","4,775.732"
"2016","Germany (until 1990 former territory of the FRG)","Installed thermal capacity","Geothermal","Megawatt","3,287.887"
"2016","Germany (until 1990 former territory of the FRG)","Installed thermal capacity","Hydrothermal","Megawatt","703.792"
"2016","Estonia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2016","Estonia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2016","Estonia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2016","Ireland","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2016","Ireland","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2016","Ireland","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2016","Greece","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2016","Greece","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2016","Greece","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2016","Spain","Installed thermal capacity","Aerothermal","Megawatt","18,233.768"
"2016","Spain","Installed thermal capacity","Geothermal","Megawatt","131.206"
"2016","Spain","Installed thermal capacity","Hydrothermal","Megawatt","1.640"
"2016","France","Installed thermal capacity","Aerothermal","Megawatt","41,623.713"
"2016","France","Installed thermal capacity","Geothermal","Megawatt","2,284.066"
"2016","France","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2016","Croatia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2016","Croatia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2016","Croatia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2016","Italy","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2016","Italy","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2016","Italy","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2016","Cyprus","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2016","Cyprus","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2016","Cyprus","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2016","Latvia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2016","Latvia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2016","Latvia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2016","Lithuania","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2016","Lithuania","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2016","Lithuania","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2016","Luxembourg","Installed thermal capacity","Aerothermal","Megawatt","7.290"
"2016","Luxembourg","Installed thermal capacity","Geothermal","Megawatt","3.678"
"2016","Luxembourg","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2016","Hungary","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2016","Hungary","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2016","Hungary","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2016","Malta","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2016","Malta","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2016","Malta","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2016","Netherlands","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2016","Netherlands","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2016","Netherlands","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2016","Austria","Installed thermal capacity","Aerothermal","Megawatt","947.392"
"2016","Austria","Installed thermal capacity","Geothermal","Megawatt","1,156.238"
"2016","Austria","Installed thermal capacity","Hydrothermal","Megawatt","251.694"
"2016","Poland","Installed thermal capacity","Aerothermal","Megawatt","549.851"
"2016","Poland","Installed thermal capacity","Geothermal","Megawatt","655.731"
"2016","Poland","Installed thermal capacity","Hydrothermal","Megawatt","43.565"
"2016","Portugal","Installed thermal capacity","Aerothermal","Megawatt","9,302.101"
"2016","Portugal","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2016","Portugal","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2016","Romania","Installed thermal capacity","Aerothermal","Megawatt","0.000"
