TIME,GEO,SIEC,PLANT_TEC,UNIT,Value,rank
2013,Austria,Wind,Net maximum electrical capacity,Megawatt,1674.54,0
2013,Austria,Solar,Net maximum electrical capacity,Megawatt,625.97,0
2013,Austria,Solid Biofuels,Net maximum electrical capacity,Megawatt,1017.35,0
2013,Poland,Hydro,Net maximum electrical capacity,Megawatt,2355,0
2013,Poland,Wind,Net maximum electrical capacity,Megawatt,3429,0
2013,Poland,Solar,Net maximum electrical capacity,Megawatt,2.39,0
2013,Poland,Solid Biofuels,Net maximum electrical capacity,Megawatt,582,0
2013,Portugal,Hydro,Net maximum electrical capacity,Megawatt,5661,0
2013,Portugal,Wind,Net maximum electrical capacity,Megawatt,4609.95,0
2013,Portugal,Solar,Net maximum electrical capacity,Megawatt,296,0
2013,Portugal,Solid Biofuels,Net maximum electrical capacity,Megawatt,458,0
2013,Romania,Hydro,Net maximum electrical capacity,Megawatt,6610,0
2013,Romania,Hydro,Net maximum electrical capacity,Megawatt,6610,1
2013,Romania,Wind,Net maximum electrical capacity,Megawatt,2773,0
2013,Romania,Solar,Net maximum electrical capacity,Megawatt,761,0
2013,Romania,Solid Biofuels,Net maximum electrical capacity,Megawatt,35,0
2013,Slovenia,Hydro,Net maximum electrical capacity,Megawatt,1299,0
2013,Slovenia,Wind,Net maximum electrical capacity,Megawatt,2,0
2013,Slovenia,Solar,Net maximum electrical capacity,Megawatt,187,0
2013,Slovenia,Solid Biofuels,Net maximum electrical capacity,Megawatt,30,0
2013,Slovakia,Hydro,Net maximum electrical capacity,Megawatt,2523,0
2013,Slovakia,Wind,Net maximum electrical capacity,Megawatt,5,0
2013,Slovakia,Solar,Net maximum electrical capacity,Megawatt,533,0
2013,Slovakia,Solid Biofuels,Net maximum electrical capacity,Megawatt,176,0
2013,Finland,Hydro,Net maximum electrical capacity,Megawatt,3108,0
2013,Finland,Wind,Net maximum electrical capacity,Megawatt,447,0
2013,Finland,Solar,Net maximum electrical capacity,Megawatt,9,0
2013,Finland,Solid Biofuels,Net maximum electrical capacity,Megawatt,1751,0
2013,Sweden,Hydro,Net maximum electrical capacity,Megawatt,16494,0
2013,Sweden,Hydro,Net maximum electrical capacity,Megawatt,16494,1
2013,Sweden,Hydro,Net maximum electrical capacity,Megawatt,16494,2
2013,Sweden,Hydro,Net maximum electrical capacity,Megawatt,16494,3
2013,Sweden,Hydro,Net maximum electrical capacity,Megawatt,16494,4
2013,Sweden,Wind,Net maximum electrical capacity,Megawatt,4194,0
2013,Sweden,Solar,Net maximum electrical capacity,Megawatt,43,0
2013,Sweden,Solid Biofuels,Net maximum electrical capacity,Megawatt,3120,0
2013,United Kingdom,Hydro,Net maximum electrical capacity,Megawatt,4453,0
2013,United Kingdom,Wind,Net maximum electrical capacity,Megawatt,11282.27,0
2013,United Kingdom,Wind,Net maximum electrical capacity,Megawatt,11282.27,1
2013,United Kingdom,Wind,Net maximum electrical capacity,Megawatt,11282.27,2
2013,United Kingdom,Solar,Net maximum electrical capacity,Megawatt,2937,0
2013,United Kingdom,Solid Biofuels,Net maximum electrical capacity,Megawatt,2104,0
2014,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,146206.14,0
2014,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,146206.14,1
2014,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,146206.14,2
2014,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,146206.14,3
2014,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,146206.14,4
2014,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,146206.14,5
2014,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,146206.14,6
2014,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,146206.14,7
2014,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,146206.14,8
2014,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,146206.14,9
2014,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,146206.14,10
2014,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,146206.14,11
2014,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,146206.14,12
2014,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,146206.14,13
2014,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,115630.49,0
2014,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,115630.49,1
2014,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,115630.49,2
2014,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,115630.49,3
2014,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,115630.49,4
2014,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,115630.49,5
2014,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,115630.49,6
2014,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,115630.49,7
2014,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,115630.49,8
2014,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,115630.49,9
2014,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,115630.49,10
2014,European Union - 27 countries (from 2020),Solar,Net maximum electrical capacity,Megawatt,83616.44,0
2014,European Union - 27 countries (from 2020),Solar,Net maximum electrical capacity,Megawatt,83616.44,1
2014,European Union - 27 countries (from 2020),Solar,Net maximum electrical capacity,Megawatt,83616.44,2
2014,European Union - 27 countries (from 2020),Solar,Net maximum electrical capacity,Megawatt,83616.44,3
2014,European Union - 27 countries (from 2020),Solar,Net maximum electrical capacity,Megawatt,83616.44,4
2014,European Union - 27 countries (from 2020),Solar,Net maximum electrical capacity,Megawatt,83616.44,5
2014,European Union - 27 countries (from 2020),Solar,Net maximum electrical capacity,Megawatt,83616.44,6
2014,European Union - 27 countries (from 2020),Solar,Net maximum electrical capacity,Megawatt,83616.44,7
2014,European Union - 27 countries (from 2020),Solid Biofuels,Net maximum electrical capacity,Megawatt,14008.73,0
2014,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,113516.42,0
2014,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,113516.42,1
2014,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,113516.42,2
2014,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,113516.42,3
2014,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,113516.42,4
2014,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,113516.42,5
2014,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,113516.42,6
2014,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,113516.42,7
2014,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,113516.42,8
2014,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,113516.42,9
2014,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,113516.42,10
2014,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,96931.09,0
2014,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,96931.09,1
2014,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,96931.09,2
2014,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,96931.09,3
2014,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,96931.09,4
2014,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,96931.09,5
2014,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,96931.09,6
2014,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,96931.09,7
2014,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,96931.09,8
2014,Euro area - 19 countries  (from 2015),Solar,Net maximum electrical capacity,Megawatt,78413.89,0
2014,Euro area - 19 countries  (from 2015),Solar,Net maximum electrical capacity,Megawatt,78413.89,1
2014,Euro area - 19 countries  (from 2015),Solar,Net maximum electrical capacity,Megawatt,78413.89,2
2014,Euro area - 19 countries  (from 2015),Solar,Net maximum electrical capacity,Megawatt,78413.89,3
2014,Euro area - 19 countries  (from 2015),Solar,Net maximum electrical capacity,Megawatt,78413.89,4
2014,Euro area - 19 countries  (from 2015),Solar,Net maximum electrical capacity,Megawatt,78413.89,5
2014,Euro area - 19 countries  (from 2015),Solar,Net maximum electrical capacity,Megawatt,78413.89,6
2014,Euro area - 19 countries  (from 2015),Solid Biofuels,Net maximum electrical capacity,Megawatt,7722.37,0
2014,Belgium,Hydro,Net maximum electrical capacity,Megawatt,1431,0
2014,Belgium,Wind,Net maximum electrical capacity,Megawatt,1944,0
2014,Belgium,Solar,Net maximum electrical capacity,Megawatt,3015,0
2014,Belgium,Solid Biofuels,Net maximum electrical capacity,Megawatt,557.6,0
2014,Bulgaria,Hydro,Net maximum electrical capacity,Megawatt,3219,0
2014,Bulgaria,Wind,Net maximum electrical capacity,Megawatt,699,0
2014,Bulgaria,Solar,Net maximum electrical capacity,Megawatt,1026,0
2014,Bulgaria,Solid Biofuels,Net maximum electrical capacity,Megawatt,30,0
2014,Czechia,Hydro,Net maximum electrical capacity,Megawatt,2252,0
2014,Czechia,Wind,Net maximum electrical capacity,Megawatt,278,0
2014,Czechia,Solar,Net maximum electrical capacity,Megawatt,2067.4,0
2014,Czechia,Solid Biofuels,Net maximum electrical capacity,Megawatt,355,0
2014,Denmark,Hydro,Net maximum electrical capacity,Megawatt,8.62,0
2014,Denmark,Wind,Net maximum electrical capacity,Megawatt,4886.4,0
2014,Denmark,Solar,Net maximum electrical capacity,Megawatt,607,0
2014,Denmark,Solid Biofuels,Net maximum electrical capacity,Megawatt,989.36,0
2014,Germany,Hydro,Net maximum electrical capacity,Megawatt,11234,0
2014,Germany,Hydro,Net maximum electrical capacity,Megawatt,11234,1
2014,Germany,Hydro,Net maximum electrical capacity,Megawatt,11234,2
2014,Germany,Wind,Net maximum electrical capacity,Megawatt,38614,0
2014,Germany,Wind,Net maximum electrical capacity,Megawatt,38614,1
2014,Germany,Wind,Net maximum electrical capacity,Megawatt,38614,2
2014,Germany,Wind,Net maximum electrical capacity,Megawatt,38614,3
2014,Germany,Wind,Net maximum electrical capacity,Megawatt,38614,4
2014,Germany,Wind,Net maximum electrical capacity,Megawatt,38614,5
2014,Germany,Wind,Net maximum electrical capacity,Megawatt,38614,6
2014,Germany,Wind,Net maximum electrical capacity,Megawatt,38614,7
2014,Germany,Wind,Net maximum electrical capacity,Megawatt,38614,8
2014,Germany,Wind,Net maximum electrical capacity,Megawatt,38614,9
2014,Germany,Wind,Net maximum electrical capacity,Megawatt,38614,10
2014,Germany,Wind,Net maximum electrical capacity,Megawatt,38614,11
2014,Germany,Solar,Net maximum electrical capacity,Megawatt,37900,0
2014,Germany,Solar,Net maximum electrical capacity,Megawatt,37900,1
2014,Germany,Solar,Net maximum electrical capacity,Megawatt,37900,2
2014,Germany,Solar,Net maximum electrical capacity,Megawatt,37900,3
2014,Germany,Solar,Net maximum electrical capacity,Megawatt,37900,4
2014,Germany,Solar,Net maximum electrical capacity,Megawatt,37900,5
2014,Germany,Solar,Net maximum electrical capacity,Megawatt,37900,6
2014,Germany,Solar,Net maximum electrical capacity,Megawatt,37900,7
2014,Germany,Solar,Net maximum electrical capacity,Megawatt,37900,8
2014,Germany,Solar,Net maximum electrical capacity,Megawatt,37900,9
2014,Germany,Solar,Net maximum electrical capacity,Megawatt,37900,10
2014,Germany,Solar,Net maximum electrical capacity,Megawatt,37900,11
2014,Germany,Solid Biofuels,Net maximum electrical capacity,Megawatt,1589,0
2014,Estonia,Hydro,Net maximum electrical capacity,Megawatt,5,0
2014,Estonia,Wind,Net maximum electrical capacity,Megawatt,275,0
2014,Estonia,Solar,Net maximum electrical capacity,Megawatt,0,0
2014,Estonia,Solid Biofuels,Net maximum electrical capacity,Megawatt,165,0
2014,Ireland,Hydro,Net maximum electrical capacity,Megawatt,529,0
2014,Ireland,Wind,Net maximum electrical capacity,Megawatt,2283.25,0
2014,Ireland,Solar,Net maximum electrical capacity,Megawatt,1.63,0
2014,Ireland,Solid Biofuels,Net maximum electrical capacity,Megawatt,5.45,0
2014,Greece,Hydro,Net maximum electrical capacity,Megawatt,3389,0
2014,Greece,Wind,Net maximum electrical capacity,Megawatt,1978,0
2014,Greece,Solar,Net maximum electrical capacity,Megawatt,2596,0
2014,Greece,Solid Biofuels,Net maximum electrical capacity,Megawatt,0,0
2014,Spain,Hydro,Net maximum electrical capacity,Megawatt,19223,0
2014,Spain,Hydro,Net maximum electrical capacity,Megawatt,19223,1
2014,Spain,Hydro,Net maximum electrical capacity,Megawatt,19223,2
2014,Spain,Hydro,Net maximum electrical capacity,Megawatt,19223,3
2014,Spain,Hydro,Net maximum electrical capacity,Megawatt,19223,4
2014,Spain,Hydro,Net maximum electrical capacity,Megawatt,19223,5
2014,Spain,Wind,Net maximum electrical capacity,Megawatt,22925,0
2014,Spain,Wind,Net maximum electrical capacity,Megawatt,22925,1
2014,Spain,Wind,Net maximum electrical capacity,Megawatt,22925,2
2014,Spain,Wind,Net maximum electrical capacity,Megawatt,22925,3
2014,Spain,Wind,Net maximum electrical capacity,Megawatt,22925,4
2014,Spain,Wind,Net maximum electrical capacity,Megawatt,22925,5
2014,Spain,Wind,Net maximum electrical capacity,Megawatt,22925,6
2014,Spain,Solar,Net maximum electrical capacity,Megawatt,7001.06,0
2014,Spain,Solar,Net maximum electrical capacity,Megawatt,7001.06,1
2014,Spain,Solid Biofuels,Net maximum electrical capacity,Megawatt,672.94,0
2014,France,Hydro,Net maximum electrical capacity,Megawatt,25577.06,0
2014,France,Hydro,Net maximum electrical capacity,Megawatt,25577.06,1
2014,France,Hydro,Net maximum electrical capacity,Megawatt,25577.06,2
2014,France,Hydro,Net maximum electrical capacity,Megawatt,25577.06,3
2014,France,Hydro,Net maximum electrical capacity,Megawatt,25577.06,4
2014,France,Hydro,Net maximum electrical capacity,Megawatt,25577.06,5
2014,France,Hydro,Net maximum electrical capacity,Megawatt,25577.06,6
2014,France,Hydro,Net maximum electrical capacity,Megawatt,25577.06,7
2014,France,Wind,Net maximum electrical capacity,Megawatt,9201.43,0
2014,France,Wind,Net maximum electrical capacity,Megawatt,9201.43,1
2014,France,Wind,Net maximum electrical capacity,Megawatt,9201.43,2
2014,France,Solar,Net maximum electrical capacity,Megawatt,6034.42,0
2014,France,Solar,Net maximum electrical capacity,Megawatt,6034.42,1
2014,France,Solid Biofuels,Net maximum electrical capacity,Megawatt,460.56,0
2014,Croatia,Hydro,Net maximum electrical capacity,Megawatt,2180.1,0
2014,Croatia,Wind,Net maximum electrical capacity,Megawatt,339,0
2014,Croatia,Solar,Net maximum electrical capacity,Megawatt,33,0
2014,Croatia,Solid Biofuels,Net maximum electrical capacity,Megawatt,8,0
2014,Italy,Hydro,Net maximum electrical capacity,Megawatt,22098,0
2014,Italy,Hydro,Net maximum electrical capacity,Megawatt,22098,1
2014,Italy,Hydro,Net maximum electrical capacity,Megawatt,22098,2
2014,Italy,Hydro,Net maximum electrical capacity,Megawatt,22098,3
2014,Italy,Hydro,Net maximum electrical capacity,Megawatt,22098,4
2014,Italy,Hydro,Net maximum electrical capacity,Megawatt,22098,5
2014,Italy,Hydro,Net maximum electrical capacity,Megawatt,22098,6
2014,Italy,Wind,Net maximum electrical capacity,Megawatt,8683,0
2014,Italy,Wind,Net maximum electrical capacity,Megawatt,8683,1
2014,Italy,Solar,Net maximum electrical capacity,Megawatt,18594,0
2014,Italy,Solar,Net maximum electrical capacity,Megawatt,18594,1
2014,Italy,Solar,Net maximum electrical capacity,Megawatt,18594,2
2014,Italy,Solar,Net maximum electrical capacity,Megawatt,18594,3
2014,Italy,Solar,Net maximum electrical capacity,Megawatt,18594,4
2014,Italy,Solar,Net maximum electrical capacity,Megawatt,18594,5
2014,Italy,Solid Biofuels,Net maximum electrical capacity,Megawatt,620,0
2014,Cyprus,Hydro,Net maximum electrical capacity,Megawatt,0,0
2014,Cyprus,Wind,Net maximum electrical capacity,Megawatt,147.23,0
2014,Cyprus,Solar,Net maximum electrical capacity,Megawatt,64,0
2014,Cyprus,Solid Biofuels,Net maximum electrical capacity,Megawatt,0,0
2014,Latvia,Hydro,Net maximum electrical capacity,Megawatt,1587.8,0
2014,Latvia,Wind,Net maximum electrical capacity,Megawatt,68.92,0
2014,Latvia,Solar,Net maximum electrical capacity,Megawatt,0,0
2014,Latvia,Solid Biofuels,Net maximum electrical capacity,Megawatt,63,0
2014,Lithuania,Hydro,Net maximum electrical capacity,Megawatt,877,0
2014,Lithuania,Wind,Net maximum electrical capacity,Megawatt,288,0
2014,Lithuania,Solar,Net maximum electrical capacity,Megawatt,69,0
2014,Lithuania,Solid Biofuels,Net maximum electrical capacity,Megawatt,46,0
2014,Luxembourg,Hydro,Net maximum electrical capacity,Megawatt,1330.31,0
2014,Luxembourg,Wind,Net maximum electrical capacity,Megawatt,58.34,0
2014,Luxembourg,Solar,Net maximum electrical capacity,Megawatt,109.93,0
2014,Luxembourg,Solid Biofuels,Net maximum electrical capacity,Megawatt,3.75,0
2014,Hungary,Hydro,Net maximum electrical capacity,Megawatt,57,0
2014,Hungary,Wind,Net maximum electrical capacity,Megawatt,329,0
2014,Hungary,Solar,Net maximum electrical capacity,Megawatt,89,0
2014,Hungary,Solid Biofuels,Net maximum electrical capacity,Megawatt,467,0
2014,Malta,Hydro,Net maximum electrical capacity,Megawatt,0,0
2014,Malta,Wind,Net maximum electrical capacity,Megawatt,0.1,0
2014,Malta,Solar,Net maximum electrical capacity,Megawatt,54.6,0
2014,Malta,Solid Biofuels,Net maximum electrical capacity,Megawatt,0,0
2014,Netherlands,Hydro,Net maximum electrical capacity,Megawatt,37,0
2014,Netherlands,Wind,Net maximum electrical capacity,Megawatt,2865,0
2014,Netherlands,Solar,Net maximum electrical capacity,Megawatt,1007,0
2014,Netherlands,Solid Biofuels,Net maximum electrical capacity,Megawatt,190.19,0
2014,Austria,Hydro,Net maximum electrical capacity,Megawatt,13532.25,0
2014,Austria,Hydro,Net maximum electrical capacity,Megawatt,13532.25,1
2014,Austria,Hydro,Net maximum electrical capacity,Megawatt,13532.25,2
2014,Austria,Hydro,Net maximum electrical capacity,Megawatt,13532.25,3
2014,Austria,Wind,Net maximum electrical capacity,Megawatt,2110.28,0
2014,Austria,Solar,Net maximum electrical capacity,Megawatt,785.25,0
2014,Austria,Solid Biofuels,Net maximum electrical capacity,Megawatt,958.88,0
2014,Poland,Hydro,Net maximum electrical capacity,Megawatt,2364,0
2014,Poland,Wind,Net maximum electrical capacity,Megawatt,3836,0
2014,Poland,Solar,Net maximum electrical capacity,Megawatt,27.15,0
2014,Poland,Solid Biofuels,Net maximum electrical capacity,Megawatt,629,0
2014,Portugal,Hydro,Net maximum electrical capacity,Megawatt,5715,0
2014,Portugal,Wind,Net maximum electrical capacity,Megawatt,4856.56,0
2014,Portugal,Solar,Net maximum electrical capacity,Megawatt,415,0
2014,Portugal,Solid Biofuels,Net maximum electrical capacity,Megawatt,456,0
2014,Romania,Hydro,Net maximum electrical capacity,Megawatt,6613,0
2014,Romania,Hydro,Net maximum electrical capacity,Megawatt,6613,1
2014,Romania,Wind,Net maximum electrical capacity,Megawatt,3244,0
2014,Romania,Solar,Net maximum electrical capacity,Megawatt,1293,0
2014,Romania,Solid Biofuels,Net maximum electrical capacity,Megawatt,79,0
2014,Slovenia,Hydro,Net maximum electrical capacity,Megawatt,1296,0
2014,Slovenia,Wind,Net maximum electrical capacity,Megawatt,3,0
2014,Slovenia,Solar,Net maximum electrical capacity,Megawatt,223,0
2014,Slovenia,Solid Biofuels,Net maximum electrical capacity,Megawatt,30,0
2014,Slovakia,Hydro,Net maximum electrical capacity,Megawatt,2523,0
2014,Slovakia,Wind,Net maximum electrical capacity,Megawatt,3,0
2014,Slovakia,Solar,Net maximum electrical capacity,Megawatt,533,0
2014,Slovakia,Solid Biofuels,Net maximum electrical capacity,Megawatt,153,0
2014,Finland,Hydro,Net maximum electrical capacity,Megawatt,3132,0
2014,Finland,Wind,Net maximum electrical capacity,Megawatt,627,0
2014,Finland,Solar,Net maximum electrical capacity,Megawatt,11,0
2014,Finland,Solid Biofuels,Net maximum electrical capacity,Megawatt,1751,0
2014,Sweden,Hydro,Net maximum electrical capacity,Megawatt,15996,0
2014,Sweden,Hydro,Net maximum electrical capacity,Megawatt,15996,1
2014,Sweden,Hydro,Net maximum electrical capacity,Megawatt,15996,2
2014,Sweden,Hydro,Net maximum electrical capacity,Megawatt,15996,3
2014,Sweden,Hydro,Net maximum electrical capacity,Megawatt,15996,4
2014,Sweden,Wind,Net maximum electrical capacity,Megawatt,5088,0
2014,Sweden,Solar,Net maximum electrical capacity,Megawatt,60,0
2014,Sweden,Solid Biofuels,Net maximum electrical capacity,Megawatt,3729,0
2014,United Kingdom,Hydro,Net maximum electrical capacity,Megawatt,4474,0
2014,United Kingdom,Wind,Net maximum electrical capacity,Megawatt,13073.95,0
2014,United Kingdom,Wind,Net maximum electrical capacity,Megawatt,13073.95,1
2014,United Kingdom,Wind,Net maximum electrical capacity,Megawatt,13073.95,2
2014,United Kingdom,Wind,Net maximum electrical capacity,Megawatt,13073.95,3
2014,United Kingdom,Solar,Net maximum electrical capacity,Megawatt,5528,0
2014,United Kingdom,Solid Biofuels,Net maximum electrical capacity,Megawatt,2383,0
2015,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,148195.42,0
2015,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,148195.42,1
2015,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,148195.42,2
2015,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,148195.42,3
2015,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,148195.42,4
2015,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,148195.42,5
2015,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,148195.42,6
2015,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,148195.42,7
2015,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,148195.42,8
2015,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,148195.42,9
2015,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,148195.42,10
2015,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,148195.42,11
2015,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,148195.42,12
2015,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,148195.42,13
2015,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,127168.64,0
2015,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,127168.64,1
2015,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,127168.64,2
2015,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,127168.64,3
2015,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,127168.64,4
2015,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,127168.64,5
2015,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,127168.64,6
2015,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,127168.64,7
2015,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,127168.64,8
2015,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,127168.64,9
2015,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,127168.64,10
2015,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,127168.64,11
2015,European Union - 27 countries (from 2020),Solar,Net maximum electrical capacity,Megawatt,87686.29,0
2015,European Union - 27 countries (from 2020),Solar,Net maximum electrical capacity,Megawatt,87686.29,1
2015,European Union - 27 countries (from 2020),Solar,Net maximum electrical capacity,Megawatt,87686.29,2
2015,European Union - 27 countries (from 2020),Solar,Net maximum electrical capacity,Megawatt,87686.29,3
2015,European Union - 27 countries (from 2020),Solar,Net maximum electrical capacity,Megawatt,87686.29,4
2015,European Union - 27 countries (from 2020),Solar,Net maximum electrical capacity,Megawatt,87686.29,5
2015,European Union - 27 countries (from 2020),Solar,Net maximum electrical capacity,Megawatt,87686.29,6
2015,European Union - 27 countries (from 2020),Solar,Net maximum electrical capacity,Megawatt,87686.29,7
2015,European Union - 27 countries (from 2020),Solid Biofuels,Net maximum electrical capacity,Megawatt,14213.65,0
2015,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,115028.45,0
2015,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,115028.45,1
2015,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,115028.45,2
2015,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,115028.45,3
2015,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,115028.45,4
2015,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,115028.45,5
2015,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,115028.45,6
2015,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,115028.45,7
2015,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,115028.45,8
2015,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,115028.45,9
2015,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,115028.45,10
2015,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,106529.68,0
2015,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,106529.68,1
2015,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,106529.68,2
2015,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,106529.68,3
2015,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,106529.68,4
2015,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,106529.68,5
2015,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,106529.68,6
2015,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,106529.68,7
2015,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,106529.68,8
2015,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,106529.68,9
2015,Euro area - 19 countries  (from 2015),Solar,Net maximum electrical capacity,Megawatt,82042.7,0
2015,Euro area - 19 countries  (from 2015),Solar,Net maximum electrical capacity,Megawatt,82042.7,1
2015,Euro area - 19 countries  (from 2015),Solar,Net maximum electrical capacity,Megawatt,82042.7,2
2015,Euro area - 19 countries  (from 2015),Solar,Net maximum electrical capacity,Megawatt,82042.7,3
