Continent,Year,Source,Value
Oceania,2000,Renewables,4342.5264
Oceania,2001,Fossil,44699.24
Oceania,2001,Nuclear,0
Oceania,2001,Renewables,3948.7507
Oceania,2002,Fossil,44727.375
Oceania,2002,Nuclear,0
Oceania,2002,Renewables,4202.8345
Oceania,2003,Fossil,44449.305
Oceania,2003,Nuclear,0
Oceania,2003,Renewables,4057.5994
Oceania,2004,Fossil,44870.645
Oceania,2004,Nuclear,0
Oceania,2004,Renewables,4383.6787
Oceania,2005,Fossil,44330.316
Oceania,2005,Nuclear,0
Oceania,2005,Renewables,4144.8623
Oceania,2006,Fossil,45311.74
Oceania,2006,Nuclear,0
Oceania,2006,Renewables,4144.838
Oceania,2007,Fossil,45495.02
Oceania,2007,Nuclear,0
Oceania,2007,Renewables,4031.9854
Oceania,2008,Fossil,45491.312
Oceania,2008,Nuclear,0
Oceania,2008,Renewables,3797.753
Oceania,2009,Fossil,43697.895
Oceania,2009,Nuclear,0
Oceania,2009,Renewables,4014.4595
Oceania,2010,Fossil,42790.332
Oceania,2010,Nuclear,0
Oceania,2010,Renewables,4212.8447
Oceania,2011,Fossil,42737.977
Oceania,2011,Nuclear,0
Oceania,2011,Renewables,4828.2407
Oceania,2012,Fossil,41649.473
Oceania,2012,Nuclear,0
Oceania,2012,Renewables,4566.873
Oceania,2013,Fossil,41099.332
Oceania,2013,Nuclear,0
Oceania,2013,Renewables,4861.9287
Oceania,2014,Fossil,41015.28
Oceania,2014,Nuclear,0
Oceania,2014,Renewables,4722.568
Oceania,2015,Fossil,41009.88
Oceania,2015,Nuclear,0
Oceania,2015,Renewables,4871.0493
Oceania,2016,Fossil,40069.008
Oceania,2016,Nuclear,0
Oceania,2016,Renewables,5226.511
Oceania,2017,Fossil,39638.16
Oceania,2017,Nuclear,0
Oceania,2017,Renewables,4884.253
Oceania,2018,Fossil,38812.184
Oceania,2018,Nuclear,0
Oceania,2018,Renewables,5474.549
Oceania,2019,Fossil,39239.566
Oceania,2019,Nuclear,0
Oceania,2019,Renewables,5687.3994
Oceania,2020,Fossil,35540.273
Oceania,2020,Nuclear,0
Oceania,2020,Renewables,6042.814
Oceania,2021,Fossil,34347.555
Oceania,2021,Nuclear,0
Oceania,2021,Renewables,6740.1353
Oceania,2022,Fossil,34497.52
Oceania,2022,Nuclear,0
Oceania,2022,Renewables,7559.747
South America,1965,Fossil,5575.3184
South America,1965,Nuclear,0
South America,1965,Renewables,685.6325
South America,1966,Fossil,5762.016
South America,1966,Nuclear,0
South America,1966,Renewables,744.5043
South America,1967,Fossil,5811.388
South America,1967,Nuclear,0
South America,1967,Renewables,768.2353
South America,1968,Fossil,6059.5117
South America,1968,Nuclear,0
South America,1968,Renewables,796.2612
South America,1969,Fossil,6168.4277
South America,1969,Nuclear,0
South America,1969,Renewables,838.37476
South America,1970,Fossil,6233.3403
South America,1970,Nuclear,0
South America,1970,Renewables,991.7968
South America,1971,Fossil,6439.746
South America,1971,Nuclear,0
South America,1971,Renewables,1080.0741
South America,1972,Fossil,6674.4355
South America,1972,Nuclear,0
South America,1972,Renewables,1199.6525
South America,1973,Fossil,7149.6475
South America,1973,Nuclear,0
South America,1973,Renewables,1315.6691
South America,1974,Fossil,7420.3286
South America,1974,Nuclear,13.902109
South America,1974,Renewables,1476.0419
South America,1975,Fossil,7270.4517
South America,1975,Nuclear,33.026424
South America,1975,Renewables,1573.831
South America,1976,Fossil,7568.09
South America,1976,Nuclear,33.006325
South America,1976,Renewables,1711.4116
South America,1977,Fossil,7792.5405
South America,1977,Nuclear,20.54421
South America,1977,Renewables,1876.2932
South America,1978,Fossil,7957.246
South America,1978,Nuclear,35.53845
South America,1978,Renewables,2034.4777
South America,1979,Fossil,8285.419
South America,1979,Nuclear,32.304733
South America,1979,Renewables,2270.2737
South America,1980,Fossil,8255.362
South America,1980,Nuclear,27.46106
South America,1980,Renewables,2494.9707
South America,1981,Fossil,8011.6157
South America,1981,Nuclear,32.32298
South America,1981,Renewables,2458.3503
South America,1982,Fossil,7920.5127
South America,1982,Nuclear,21.000042
South America,1982,Renewables,2632.5754
South America,1983,Fossil,7606.5293
South America,1983,Nuclear,37.41954
South America,1983,Renewables,2814.1428
South America,1984,Fossil,7523.5806
South America,1984,Nuclear,67.60275
South America,1984,Renewables,3048.4004
South America,1985,Fossil,7530.864
South America,1985,Nuclear,96.37119
South America,1985,Renewables,3254.9695
South America,1986,Fossil,7826.8687
South America,1986,Nuclear,60.439594
South America,1986,Renewables,3470.2205
South America,1987,Fossil,7869.5825
South America,1987,Nuclear,75.25625
South America,1987,Renewables,3619.366
South America,1988,Fossil,7958.984
South America,1988,Nuclear,63.550457
South America,1988,Renewables,3682.5105
South America,1989,Fossil,7912.903
South America,1989,Nuclear,66.84085
South America,1989,Renewables,3718.9653
South America,1990,Fossil,7710.087
South America,1990,Nuclear,90.8894
South America,1990,Renewables,3769.8923
South America,1991,Fossil,7684.3354
South America,1991,Nuclear,86.25025
South America,1991,Renewables,3948.4575
South America,1992,Fossil,7919.578
South America,1992,Nuclear,81.44895
South America,1992,Renewables,3965.704
South America,1993,Fossil,7976.446
South America,1993,Nuclear,74.193306
South America,1993,Renewables,4190.209
South America,1994,Fossil,8337.097
South America,1994,Nuclear,73.82379
South America,1994,Renewables,4381.0117
South America,1995,Fossil,8675.533
South America,1995,Nuclear,83.957085
South America,1995,Renewables,4469.2134
South America,1996,Fossil,8910.146
South America,1996,Nuclear,85.21181
South America,1996,Renewables,4564.254
South America,1997,Fossil,9259.079
South America,1997,Nuclear,94.43843
South America,1997,Renewables,4730.485
South America,1998,Fossil,9514.686
South America,1998,Nuclear,89.55831
South America,1998,Renewables,4750.7363
South America,1999,Fossil,9417.64
South America,1999,Nuclear,91.24254
South America,1999,Renewables,4680.8105
South America,2000,Fossil,9441.809
South America,2000,Nuclear,99.19776
South America,2000,Renewables,4821.216
South America,2001,Fossil,9377.295
South America,2001,Nuclear,169.69798
South America,2001,Renewables,4459.5093
South America,2002,Fossil,9211.053
South America,2002,Nuclear,153.28741
South America,2002,Renewables,4605.265
South America,2003,Fossil,9072.572
South America,2003,Nuclear,160.10316
South America,2003,Renewables,4708.178
South America,2004,Fossil,9594.338
South America,2004,Nuclear,146.32596
South America,2004,Renewables,4792.219
South America,2005,Fossil,9686.024
South America,2005,Nuclear,123.39207
South America,2005,Renewables,4988.992
South America,2006,Fossil,9983.242
South America,2006,Nuclear,155.62169
South America,2006,Renewables,5116.784
South America,2007,Fossil,10447.678
South America,2007,Nuclear,139.62486
South America,2007,Renewables,5309.599
South America,2008,Fossil,10620.038
South America,2008,Nuclear,149.6102
South America,2008,Renewables,5385.63
South America,2009,Fossil,10177.119
South America,2009,Nuclear,145.61943
South America,2009,Renewables,5501.698
South America,2010,Fossil,10838.253
South America,2010,Nuclear,147.2603
South America,2010,Renewables,5547.4043
South America,2011,Fossil,11098.137
South America,2011,Nuclear,147.04173
South America,2011,Renewables,5745.5913
South America,2012,Fossil,11671.484
South America,2012,Nuclear,147.1808
South America,2012,Renewables,5610.4595
South America,2013,Fossil,12042.323
South America,2013,Nuclear,139.79767
South America,2013,Renewables,5510.5107
South America,2014,Fossil,12133.308
South America,2014,Nuclear,132.75247
South America,2014,Renewables,5444.2534
South America,2015,Fossil,11830.813
South America,2015,Nuclear,136.19156
South America,2015,Renewables,5451.4736
South America,2016,Fossil,11356.197
South America,2016,Nuclear,148.73259
South America,2016,Renewables,5538.6997
South America,2017,Fossil,11225.852
South America,2017,Nuclear,132.40805
South America,2017,Renewables,5687.481
South America,2018,Fossil,10699.836
South America,2018,Nuclear,134.76494
South America,2018,Renewables,5897.296
South America,2019,Fossil,10249.605
South America,2019,Nuclear,145.10503
South America,2019,Renewables,5966.954
South America,2020,Fossil,9048.296
South America,2020,Nuclear,140.53369
South America,2020,Renewables,5867.339
South America,2021,Fossil,10261.742
South America,2021,Nuclear,143.82925
South America,2021,Renewables,5786.8623
South America,2022,Fossil,10329.182
South America,2022,Nuclear,126.16324
South America,2022,Renewables,6349.396
World,1965,Fossil,12118.423
World,1965,Nuclear,21.716187
World,1965,Renewables,837.51013
World,1966,Fossil,12489.832
World,1966,Nuclear,28.682623
World,1966,Renewables,874.84406
World,1967,Fossil,12711.796
World,1967,Nuclear,33.479187
World,1967,Renewables,876.34924
World,1968,Fossil,13207.534
World,1968,Nuclear,41.691505
World,1968,Renewables,905.28955
World,1969,Fossil,13808.4795
World,1969,Nuclear,48.41978
World,1969,Renewables,938.85297
World,1970,Fossil,14394.638
World,1970,Nuclear,60.56411
World,1970,Renewables,965.3286
World,1971,Fossil,14662.517
World,1971,Nuclear,82.56599
World,1971,Renewables,989.30554
World,1972,Fossil,15126.94
World,1972,Nuclear,112.30732
World,1972,Renewables,1016.14087
World,1973,Fossil,15714.88
World,1973,Nuclear,147.58588
World,1973,Renewables,1012.0504
World,1974,Fossil,15382.919
World,1974,Nuclear,189.33264
World,1974,Renewables,1089.5573
World,1975,Fossil,15095.749
World,1975,Nuclear,257.8857
World,1975,Renewables,1082.7463
World,1976,Fossil,15648.73
World,1976,Nuclear,296.3693
World,1976,Renewables,1062.5602
World,1977,Fossil,15883.555
World,1977,Nuclear,362.48102
World,1977,Renewables,1080.8088
World,1978,Fossil,16155.572
World,1978,Nuclear,413.94934
World,1978,Renewables,1149.7247
World,1979,Fossil,16400.062
World,1979,Nuclear,423.04193
World,1979,Renewables,1187.746
World,1980,Fossil,15890.994
World,1980,Nuclear,454.56616
World,1980,Renewables,1194.2091
World,1981,Fossil,15429.688
World,1981,Nuclear,527.25726
World,1981,Renewables,1199.0635
World,1982,Fossil,14987.736
World,1982,Nuclear,561.7027
World,1982,Renewables,1205.3229
World,1983,Fossil,14856.889
World,1983,Nuclear,625.21985
World,1983,Renewables,1239.0413
World,1984,Fossil,15198.153
World,1984,Nuclear,745.3892
World,1984,Renewables,1263.6318
World,1985,Fossil,15203.874
World,1985,Nuclear,868.9986
World,1985,Renewables,1267.9424
World,1986,Fossil,15230.522
World,1986,Nuclear,914.1472
World,1986,Renewables,1268.7225
World,1987,Fossil,15453.068
World,1987,Nuclear,976.4622
World,1987,Renewables,1265.7246
World,1988,Fossil,15705.927
World,1988,Nuclear,1045.6237
World,1988,Renewables,1283.2926
World,1989,Fossil,15749.053
World,1989,Nuclear,1056.5293
World,1989,Renewables,1263.3997
World,1990,Fossil,15624.825
World,1990,Nuclear,1067.8203
World,1990,Renewables,1291.0469
World,1991,Fossil,15407.006
World,1991,Nuclear,1100.2665
World,1991,Renewables,1300.7595
World,1992,Fossil,15251.021
World,1992,Nuclear,1091.1716
World,1992,Renewables,1285.226
World,1993,Fossil,15045.586
World,1993,Nuclear,1111.599
World,1993,Renewables,1340.1984
World,1994,Fossil,15008.775
World,1994,Nuclear,1115.8014
World,1994,Renewables,1333.565
World,1995,Fossil,15066.743
World,1995,Nuclear,1147.477
World,1995,Renewables,1385.2928
World,1996,Fossil,15292.131
World,1996,Nuclear,1172.2979
World,1996,Renewables,1384.4102
World,1997,Fossil,15241.559
World,1997,Nuclear,1148.2036
World,1997,Renewables,1395.3857
World,1998,Fossil,15111.396
World,1998,Nuclear,1152.1951
World,1998,Renewables,1392.2671
World,1999,Fossil,15152.3
World,1999,Nuclear,1180.1808
World,1999,Renewables,1390.483
World,2000,Fossil,15353.468
World,2000,Nuclear,1190.8933
World,2000,Renewables,1403.0035
World,2001,Fossil,15336.684
World,2001,Nuclear,1200.5875
World,2001,Renewables,1351.0051
World,2002,Fossil,15472.569
World,2002,Nuclear,1196.2277
World,2002,Renewables,1365.8964
World,2003,Fossil,15935.19
World,2003,Nuclear,1149.6361
World,2003,Renewables,1352.9086
World,2004,Fossil,16491.44
World,2004,Nuclear,1179.1326
World,2004,Renewables,1437.885
World,2005,Fossil,16850.627
World,2005,Nuclear,1159.98
World,2005,Renewables,1476.6989
World,2006,Fossil,17107.54
World,2006,Nuclear,1152.4231
World,2006,Renewables,1527.3237
World,2007,Fossil,17468.16
World,2007,Nuclear,1107.7748
World,2007,Renewables,1561.9325
World,2008,Fossil,17373.902
World,2008,Nuclear,1083.6814
World,2008,Renewables,1660.4733
World,2009,Fossil,16821.336
World,2009,Nuclear,1048.4066
World,2009,Renewables,1675.4944
World,2010,Fossil,17393.285
World,2010,Nuclear,1055.4695
World,2010,Renewables,1782.2198
World,2011,Fossil,17610.008
World,2011,Nuclear,992.6993
World,2011,Renewables,1837.8906
World,2012,Fossil,17640.959
World,2012,Nuclear,907.6575
World,2012,Renewables,1929.17
World,2013,Fossil,17654.12
World,2013,Nuclear,898.2446
World,2013,Renewables,2028.0627
World,2014,Fossil,17545.977
World,2014,Nuclear,900.122
World,2014,Renewables,2101.4048
World,2015,Fossil,17426.805
World,2015,Nuclear,896.1178
World,2015,Renewables,2151.3354
World,2016,Fossil,17342.213
World,2016,Nuclear,893.61523
World,2016,Renewables,2245.3193
World,2017,Fossil,17436.912
World,2017,Nuclear,886.11005
World,2017,Renewables,2349.85
World,2018,Fossil,17641.861
World,2018,Nuclear,892.19104
World,2018,Renewables,2471.5637
World,2019,Fossil,17528.213
World,2019,Nuclear,910.731
World,2019,Renewables,2573.8525
World,2020,Fossil,16509.02
World,2020,Nuclear,864.29114
World,2020,Renewables,2695.3992
World,2021,Fossil,17268.938
World,2021,Nuclear,889.7214
World,2021,Renewables,2822.4973
World,2022,Fossil,17208.133
World,2022,Nuclear,840.40765
World,2022,Renewables,2990.3892
